season,celebrity,week,fan_vote_est,judges_score,eliminated,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,age_z,week_cat,season_cat,celebrity_industry_consolidated,country_norm,is_us
6,Kristi Yamaguchi,10,4338.111342811809,30.0,False,Mark Ballas,Athlete,California,United States,36,1st Place,1,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,10.0,10.0,,10.0,10.0,10.0,,9.5,8.0,9.5,,8.5,9.5,9.5,,9.5,9.0,10.0,,10.0,10.0,10.0,,,,,,-0.02193766698864159,10,6,Athlete,UNITED STATES,1
7,Brooke Burke,1,1849.1704558904603,24.5,False,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,0.05576756416882966,1,7,TV Personality,UNITED STATES,1
7,Cloris Leachman,1,284.1614389459506,16.0,False,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.5525029662550356,1,7,Actor/Actress,UNITED STATES,1
7,Cody Linley,1,1084.4077777374014,20.5,False,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,-1.420631827823124,1,7,Actor/Actress,UNITED STATES,1
7,Jeffrey Ross,1,53.12900944278967,12.0,True,Edyta Sliwinska,Comedian,New Jersey,United States,43,Eliminated Week 1,13,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.5219989511136571,1,7,Comedian,UNITED STATES,1
7,Kim Kardashian,1,379.0274743581455,18.5,False,Mark Ballas,TV Personality,California,United States,27,Eliminated Week 2,11,6.0,6.5,6.0,,6.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.7212847474058828,1,7,TV Personality,UNITED STATES,1
7,Lance Bass,1,1089.257824471266,21.5,False,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,-0.5658742850909403,1,7,Singer/Rapper,UNITED STATES,1
7,Maurice Greene,1,989.8329633456336,19.5,False,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.17734812930358407,1,7,Athlete,UNITED STATES,1
7,Misty May-Treanor,1,790.4629068761965,21.0,False,Maksim Chmerkoskiy,Athlete,California,United States,31,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.4104638227759978,1,7,Athlete,UNITED STATES,1
7,Rocco DiSpirito,1,401.9653777967554,17.5,False,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.36658848879871464,1,7,TV Personality,UNITED STATES,1
7,Susan Lucci,1,919.2368871374728,18.5,False,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.9206931119481394,1,7,Actor/Actress,UNITED STATES,1
7,Ted McGinley,1,1.0,18.5,True,Inna Brayer,Actor/Actress,California,United States,50,Eliminated Week 1,12,6.0,6.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.0659355692159558,1,7,Actor/Actress,UNITED STATES,1
7,Toni Braxton,1,919.9832410809278,22.5,False,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.2888832576412434,1,7,Singer/Rapper,UNITED STATES,1
7,Warren Sapp,1,1238.3646429170014,21.5,False,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,-0.09964289814611284,1,7,Athlete,UNITED STATES,1
7,Brooke Burke,2,2030.0362144105768,24.0,False,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,0.05576756416882966,2,7,TV Personality,UNITED STATES,1
7,Cloris Leachman,2,408.2810331449509,15.0,False,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.5525029662550356,2,7,Actor/Actress,UNITED STATES,1
7,Cody Linley,2,1208.3550943088896,21.0,False,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,-1.420631827823124,2,7,Actor/Actress,UNITED STATES,1
7,Kim Kardashian,2,1.0,17.0,True,Mark Ballas,TV Personality,California,United States,27,Eliminated Week 2,11,6.0,6.5,6.0,,6.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.7212847474058828,2,7,TV Personality,UNITED STATES,1
7,Lance Bass,2,1241.5418184449602,20.0,False,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,-0.5658742850909403,2,7,Singer/Rapper,UNITED STATES,1
7,Maurice Greene,2,1125.188468163539,19.0,False,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.17734812930358407,2,7,Athlete,UNITED STATES,1
7,Misty May-Treanor,2,1.0,21.0,True,Maksim Chmerkoskiy,Athlete,California,United States,31,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.4104638227759978,2,7,Athlete,UNITED STATES,1
7,Rocco DiSpirito,2,527.967238184693,16.0,False,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.36658848879871464,2,7,TV Personality,UNITED STATES,1
7,Susan Lucci,2,1054.17406672358,21.0,False,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.9206931119481394,2,7,Actor/Actress,UNITED STATES,1
7,Toni Braxton,2,1030.747369335592,23.0,False,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.2888832576412434,2,7,Singer/Rapper,UNITED STATES,1
7,Warren Sapp,2,1371.708697283219,24.0,False,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,-0.09964289814611284,2,7,Athlete,UNITED STATES,1
7,Brooke Burke,3,2137.393566118386,28.0,False,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,0.05576756416882966,3,7,TV Personality,UNITED STATES,1
7,Cloris Leachman,3,384.6429682715877,16.0,False,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.5525029662550356,3,7,Actor/Actress,UNITED STATES,1
7,Cody Linley,3,1171.7635756947748,21.0,False,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,-1.420631827823124,3,7,Actor/Actress,UNITED STATES,1
7,Lance Bass,3,1285.4272000869837,22.0,False,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,-0.5658742850909403,3,7,Singer/Rapper,UNITED STATES,1
7,Maurice Greene,3,1119.2588954183984,24.0,False,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.17734812930358407,3,7,Athlete,UNITED STATES,1
7,Rocco DiSpirito,3,509.671733782926,20.0,False,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.36658848879871464,3,7,TV Personality,UNITED STATES,1
7,Susan Lucci,3,1049.018977469429,21.0,False,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.9206931119481394,3,7,Actor/Actress,UNITED STATES,1
7,Toni Braxton,3,978.037491826228,22.0,False,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.2888832576412434,3,7,Singer/Rapper,UNITED STATES,1
7,Warren Sapp,3,1364.7855913312867,25.0,False,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,-0.09964289814611284,3,7,Athlete,UNITED STATES,1
7,Brooke Burke,4,2309.870185783328,26.0,False,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,0.05576756416882966,4,7,TV Personality,UNITED STATES,1
7,Cloris Leachman,4,352.8846294902688,22.0,False,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.5525029662550356,4,7,Actor/Actress,UNITED STATES,1
7,Cody Linley,4,1099.4585420445635,23.0,False,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,-1.420631827823124,4,7,Actor/Actress,UNITED STATES,1
7,Lance Bass,4,1361.7583735834326,26.0,False,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,-0.5658742850909403,4,7,Singer/Rapper,UNITED STATES,1
7,Maurice Greene,4,1095.033616366654,20.0,False,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.17734812930358407,4,7,Athlete,UNITED STATES,1
7,Rocco DiSpirito,4,483.16802008557465,18.0,True,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.36658848879871464,4,7,TV Personality,UNITED STATES,1
7,Susan Lucci,4,1037.2238442959372,24.0,False,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.9206931119481394,4,7,Actor/Actress,UNITED STATES,1
7,Toni Braxton,4,907.6611421805266,22.0,False,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.2888832576412434,4,7,Singer/Rapper,UNITED STATES,1
7,Warren Sapp,4,1352.941646169716,22.0,False,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,-0.09964289814611284,4,7,Athlete,UNITED STATES,1
7,Brooke Burke,5,2733.643067145316,29.0,False,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,0.05576756416882966,5,7,TV Personality,UNITED STATES,1
7,Cloris Leachman,5,494.4646805203405,21.0,False,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.5525029662550356,5,7,Actor/Actress,UNITED STATES,1
7,Cody Linley,5,1169.8729511485706,28.0,False,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,-1.420631827823124,5,7,Actor/Actress,UNITED STATES,1
7,Lance Bass,5,1649.902003080618,21.0,False,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,-0.5658742850909403,5,7,Singer/Rapper,UNITED STATES,1
7,Maurice Greene,5,1233.3745818428351,27.0,False,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.17734812930358407,5,7,Athlete,UNITED STATES,1
7,Susan Lucci,5,1195.197039286565,22.0,False,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.9206931119481394,5,7,Actor/Actress,UNITED STATES,1
7,Toni Braxton,5,1.0,22.0,True,Alec Mazo,Singer/Rapper,Maryland,United States,40,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.2888832576412434,5,7,Singer/Rapper,UNITED STATES,1
7,Warren Sapp,5,1522.5456769757557,25.0,False,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,-0.09964289814611284,5,7,Athlete,UNITED STATES,1
7,Brooke Burke,6,3018.6835055136903,26.0,False,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,0.05576756416882966,6,7,TV Personality,UNITED STATES,1
7,Cloris Leachman,6,431.32284983513415,15.0,True,Corky Ballas,Actor/Actress,Iowa,United States,82,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.5525029662550356,6,7,Actor/Actress,UNITED STATES,1
7,Cody Linley,6,1005.805221154846,23.0,False,Julianne Hough,Actor/Actress,Texas,United States,18,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,-1.420631827823124,6,7,Actor/Actress,UNITED STATES,1
7,Lance Bass,6,1767.95474721126,27.0,False,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,-0.5658742850909403,6,7,Singer/Rapper,UNITED STATES,1
7,Maurice Greene,6,1146.6329390045037,21.0,False,Cheryl Burke,Athlete,Kansas,United States,34,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,-0.17734812930358407,6,7,Athlete,UNITED STATES,1
7,Susan Lucci,6,1139.2384239220612,23.0,False,Tony Dovolani,Actor/Actress,New York,United States,61,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.9206931119481394,6,7,Actor/Actress,UNITED STATES,1
7,Warren Sapp,6,1490.3623133585052,25.0,False,Kym Johnson,Athlete,Florida,United States,35,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,-0.09964289814611284,6,7,Athlete,UNITED STATES,1
7,Brooke Burke,7,3631.715975795484,30.0,False,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,0.05576756416882966,7,7,TV Personality,UNITED STATES,1
