season,celebrity,week,fan_votes_mean,fan_votes_std,fan_votes_p05,fan_votes_p95,n_runs
10,Chad Ochocinco,4,1032.3157718904954,112.647239049306,837.3153091338364,1204.585024061997,50
10,Chad Ochocinco,5,998.8448671439536,88.62069526364132,828.6789896845861,1110.7277316202835,50
10,Chad Ochocinco,6,1113.1232063408956,99.90193274878679,947.4494676060461,1302.7698697104604,50
10,Chad Ochocinco,7,1259.8407689209967,99.81492688971431,1121.162858122359,1405.9779497491809,50
10,Chad Ochocinco,8,1110.377885351188,100.16111288791151,976.2232985466476,1294.9762111292341,50
10,Chad Ochocinco,9,1086.7079990844156,100.6145601476016,937.2638141697239,1240.9690776447328,50
10,Erin Andrews,1,1256.9265521898046,165.33114928169044,1013.2930309299868,1505.7585721028863,50
10,Erin Andrews,2,1304.3275230071335,131.7227408613958,1089.273014556325,1527.7083763375963,50
10,Erin Andrews,3,1331.7346876305965,105.57515921575799,1180.9610285679812,1514.8329236462707,50
10,Erin Andrews,4,1460.2434451369481,96.39642941429432,1293.3978072069235,1592.6618783948343,50
10,Erin Andrews,5,1491.9320039917957,86.15348755531379,1348.170211426051,1629.7306751482474,50
10,Erin Andrews,6,1677.4580945552152,94.54462122215932,1512.437318385342,1842.9681591288079,50
10,Erin Andrews,7,1912.87949323681,95.64504609922173,1763.1614467717266,2052.451334263549,50
10,Erin Andrews,8,1869.3599944996126,88.86798921106386,1734.668835253397,2003.5265104199648,50
10,Erin Andrews,9,1987.873785115006,75.26996656346041,1868.4166168590214,2126.4899174790635,50
10,Erin Andrews,10,2265.924153640668,65.5946594305064,2174.011667563637,2380.8792169249136,50
10,Evan Lysacek,1,1609.185785304497,169.36824484006075,1385.6994775494238,1915.677976493399,50
10,Evan Lysacek,2,1699.870914161308,145.3203177895906,1487.2321709887974,1937.4997088104178,50
10,Evan Lysacek,3,1738.0614065231618,114.37810897396609,1551.5108807940749,1903.0957002951116,50
10,Evan Lysacek,4,1834.5791920606948,106.36712176539474,1648.5294606523153,1998.4153083062258,50
10,Evan Lysacek,5,1847.314396423251,94.0889920099113,1727.1422309176737,1999.7939723499637,50
10,Evan Lysacek,6,2043.6170437360677,80.32473362686282,1923.674498558721,2190.8902835024933,50
10,Evan Lysacek,7,2282.3535290498894,91.89255603062195,2147.4113737985085,2429.7964146260574,50
10,Evan Lysacek,8,2237.0946860300037,74.88570918824206,2110.7251694600677,2364.6094565910503,50
10,Evan Lysacek,9,2353.5962070260516,73.93214950402191,2258.3811977985156,2489.2731463818263,50
10,Evan Lysacek,10,2639.3732130472467,70.98853122991434,2527.7970732702747,2760.108482391265,50
10,Jake Pavelka,1,880.9312661434785,187.70666857863674,636.0583771631535,1172.0312593124686,50
10,Jake Pavelka,2,958.7201171111333,122.6315373540042,759.6780554520782,1166.2262921472163,50
10,Jake Pavelka,3,925.1990444084283,98.59807206512572,768.754567223028,1064.0196381906756,50
10,Jake Pavelka,4,956.5345149468889,98.02381962302826,810.2343678133514,1117.1912226395991,50
10,Jake Pavelka,5,907.8355202205315,74.15252153767307,772.1814364014303,1029.4327215138667,50
10,Jake Pavelka,6,6.276647301146343,26.456176715425904,1.0,1.0,50
10,Kate Gosselin,1,248.20863253895746,173.7750717575812,1.0000000000002875,536.7890413209402,50
10,Kate Gosselin,2,302.5788141186538,106.81842788505905,154.38185264503647,476.1291998022814,50
10,Kate Gosselin,3,296.5258561087476,93.69597769033662,167.37203531752314,477.88981273469295,50
10,Kate Gosselin,4,369.3252801815158,94.64499842751668,242.24751169736678,494.18750078026795,50
10,Kate Gosselin,5,328.5637016758589,84.92221778591296,189.48984725633335,477.46271664142085,50
10,Nicole Scherzinger,1,1883.9263837680398,150.36342587677277,1681.613573798612,2156.67249806086,50
10,Nicole Scherzinger,2,2013.6743945472451,120.82161500272773,1825.9998626217791,2205.1262192740314,50
10,Nicole Scherzinger,3,2128.2350615807763,98.92349188890778,1985.9579889031006,2271.397482965039,50
10,Nicole Scherzinger,4,2392.2132716100923,97.96375943244125,2205.1962538007665,2539.0673418862284,50
10,Nicole Scherzinger,5,2653.105587281685,88.49927975264438,2520.7785797544,2801.382137569497,50
10,Nicole Scherzinger,6,3182.3016587471047,93.23648819168567,3025.081887324121,3320.9620328081155,50
10,Nicole Scherzinger,7,3780.976488905749,73.53044408642769,3661.070242818953,3901.3270218057305,50
10,Nicole Scherzinger,8,4136.716146253379,88.02934871415896,3998.4554291937775,4264.352014050534,50
10,Nicole Scherzinger,9,4571.822008774527,74.3915207622419,4452.81176666517,4695.1977872876205,50
10,Nicole Scherzinger,10,5094.702633312085,79.05286958906792,4983.748449857573,5239.241363322081,50
10,Niecy Nash,1,691.7996797623971,178.90440232936947,411.93741278394623,987.8116476657476,50
10,Niecy Nash,2,726.538311634263,152.96275260286149,519.6503205373738,965.5860114562854,50
10,Niecy Nash,3,664.3046637125133,108.81313046389086,511.88213938890516,829.4785455038751,50
10,Niecy Nash,4,666.6698577806067,95.60156640927448,502.24236255485806,805.1613476092497,50
10,Niecy Nash,5,531.557731861148,92.46000935533854,407.3978656862014,694.0341377607348,50
10,Niecy Nash,6,614.034206587823,80.78371336613935,510.7822085825547,762.6173855689227,50
10,Niecy Nash,7,762.9497198865547,90.82802252786693,631.2018758881874,923.74660715366,50
10,Niecy Nash,8,646.4512878658179,92.66305585259336,511.06935513573717,782.2708917692104,50
10,Pamela Anderson,1,1193.9993994221238,180.60835504026252,902.2050651998211,1463.0472851996358,50
10,Pamela Anderson,2,1224.1076987560014,111.6830271574468,1044.468144694033,1400.5958143851788,50
10,Pamela Anderson,3,1233.2956611354775,127.21519849180513,984.360470004639,1401.8209602116076,50
10,Pamela Anderson,4,1287.1186663927574,104.31231181936806,1080.5518889872071,1429.41918654104,50
10,Pamela Anderson,5,1240.8461914017762,95.36835354905924,1076.6670763634645,1382.609232657095,50
10,Pamela Anderson,6,1363.1891427317469,92.57715158856284,1238.8274712941839,1526.5311500983103,50
10,Pamela Anderson,7,1.0,0.0,1.0,1.0,50
10,Shannen Doherty,1,678.1638874505936,179.3993450759411,412.88281427510594,945.1379281472352,50
10,Shannen Doherty,2,1.0,0.0,1.0,1.0,50
11,Audrina Patridge,1,1366.6732186557701,205.75450974150104,1039.351980076533,1692.947980906082,50
11,Audrina Patridge,2,1368.6094049782007,153.52025985871109,1123.0847928343792,1597.7514775508466,50
11,Audrina Patridge,3,1380.839004049056,105.17533362442418,1232.6002714808212,1554.6874035978199,50
11,Audrina Patridge,4,1389.853849652155,123.62787878895844,1173.677340709317,1578.7314280085866,50
11,Audrina Patridge,5,1471.9783274385147,107.48596495527151,1324.0938357124105,1619.9026870154626,50
11,Audrina Patridge,6,1.0,0.0,1.0,1.0,50
11,Brandy,1,1564.395329655693,175.94933682975955,1356.0427702197794,1868.037977303153,50
11,Brandy,2,1620.4516323041273,133.5198459440916,1437.6982540033644,1850.4068709768167,50
11,Brandy,3,1719.9926734600965,119.36970162094116,1486.1491512626674,1885.9763520892425,50
11,Brandy,4,1807.4415786317231,90.46284298818888,1669.7762829174228,1943.4500340442191,50
11,Brandy,5,2015.4858795336504,106.73829758192696,1828.3567709026208,2178.741917657618,50
11,Brandy,6,2273.508141736455,85.43161634337378,2128.118132053443,2403.990261336198,50
11,Brandy,7,2460.4216001104264,93.83882771231393,2284.4341038342814,2590.685617126417,50
11,Brandy,8,2561.2317909467183,74.98650963111348,2422.2935665050877,2683.1449195919254,50
11,Brandy,9,1.0,0.0,1.0,1.0,50
11,Bristol Palin,1,512.2256507735796,204.72117423285712,186.22436469700503,865.9633091059413,50
11,Bristol Palin,2,498.03595357385365,145.49029275222665,286.60294528853433,767.2528198012972,50
11,Bristol Palin,3,497.0105850835605,114.15594905124756,345.9630058689493,696.0126451896948,50
11,Bristol Palin,4,445.10834171940337,105.50399260355302,302.3628936270269,608.05678091455,50
11,Bristol Palin,5,517.4522626828721,97.8156091185407,391.7113265390032,697.2917982861433,50
11,Bristol Palin,6,669.273889656948,95.35788356313738,520.4410692766986,814.3346870911068,50
11,Bristol Palin,7,847.1635791187921,93.31756396745686,700.1804729994693,1001.0308933527879,50
11,Bristol Palin,8,1039.3171674093928,102.27440215199167,887.5728788564792,1202.3737028506944,50
11,Bristol Palin,9,1733.7789154424077,87.54943306153037,1619.2499864623992,1887.930857239079,50
11,Bristol Palin,10,1595.3100553276352,88.17119880407746,1477.7727318450427,1734.1728799634084,50
11,David Hasselhoff,1,14.80180360936796,36.184866059372595,1.0,102.37691767679445,50
11,Florence Henderson,1,684.5513094816795,216.88420121912228,364.2148722515547,1022.481858606864,50
11,Florence Henderson,2,668.9005722271994,156.35726533445336,450.9279522118197,917.0420838558631,50
11,Florence Henderson,3,704.8159824885945,134.71850394423197,489.98022980098614,936.8504574987317,50
11,Florence Henderson,4,703.2650612941035,118.48680647094747,525.3270013719464,892.6920097531893,50
11,Florence Henderson,5,1.0,0.0,1.0,1.0,50
11,Jennifer Grey,1,1654.468392795412,179.9908032543985,1373.2549999848447,1909.3330152453198,50
11,Jennifer Grey,2,1692.097202530912,132.06817160153977,1462.9385532530719,1900.4633397336672,50
11,Jennifer Grey,3,1804.0914220277916,107.90278696349938,1606.1480147070279,1965.507722880042,50
11,Jennifer Grey,4,1940.0012123411243,94.16996878508233,1794.221632284082,2084.8493419011993,50
11,Jennifer Grey,5,2277.962817765487,88.43179873589447,2153.2190211370157,2417.599680944073,50
11,Jennifer Grey,6,2731.849508624443,83.24517992446408,2601.347032512616,2881.252874035961,50
11,Jennifer Grey,7,3285.889728114559,76.65255149755174,3143.2720834085985,3400.825240690698,50
11,Jennifer Grey,8,3857.538391340822,96.78219258048168,3699.5707822441113,4007.2086201174525,50
11,Jennifer Grey,9,4859.69488144266,85.41574512890249,4709.004542446943,4993.8898985736305,50
11,Jennifer Grey,10,4995.992837559865,75.07719340904308,4850.268630177245,5105.172127578555,50
11,Kurt Warner,1,941.91257839025,180.3779613773676,634.7735939832367,1191.1948146334562,50
11,Kurt Warner,2,935.9953831548019,112.07880946354734,749.5422293429378,1089.1751167235234,50
11,Kurt Warner,3,925.6711358295528,120.42630596131916,731.3937998372583,1120.484409728506,50
11,Kurt Warner,4,895.7167551024364,76.98682969454264,780.8978546922119,1033.5869504545258,50
11,Kurt Warner,5,958.1002355236959,87.73368305887949,822.1446321744104,1091.2592918823127,50
11,Kurt Warner,6,1102.1216579903432,76.01703242012148,975.7017489842485,1221.1627511650295,50
11,Kurt Warner,7,1277.334676799041,84.6453835083376,1141.6205567905513,1430.3747136931347,50
11,Kurt Warner,8,1.0,0.0,1.0,1.0,50
11,Kyle Massey,1,1143.6950284525885,227.0101970861755,785.2361554775584,1533.6295051903257,50
11,Kyle Massey,2,1142.8461428778078,160.9450310618457,900.1033975351569,1381.1048128935226,50
11,Kyle Massey,3,1210.7936261512534,122.16373530954246,1010.9340770830511,1396.9967854990582,50
11,Kyle Massey,4,1254.7502948608462,114.54155042266986,1072.6441010912024,1451.2658820830227,50
11,Kyle Massey,5,1444.9390922731604,120.83488633879517,1234.5298212900088,1650.5842043480704,50
11,Kyle Massey,6,1746.4615385699497,99.71312731479962,1580.5130928464675,1881.7961172041157,50
11,Kyle Massey,7,2128.190415857181,96.79428011250396,1966.2788402445174,2287.695576892765,50
11,Kyle Massey,8,2540.9126503030675,97.29364814849102,2381.072174276082,2669.254148633785,50
11,Kyle Massey,9,3405.5262031149337,79.42213034707065,3278.3920094378864,3525.109990959427,50
11,Kyle Massey,10,3408.6971071124995,91.27552017915896,3273.817253781275,3548.3118106549823,50
11,Margaret Cho,1,357.5520928653465,195.4274681152821,24.67218052970268,622.0483945679899,50
11,Margaret Cho,2,342.295272836218,130.97373190641724,126.19257300275315,557.8015090338185,50
11,Margaret Cho,3,181.54117427451206,154.86209955494508,1.0,386.54132518051534,50
11,Michael Bolton,1,215.3681627925914,149.58463092922773,13.306378179994383,443.2863603640643,50
11,Michael Bolton,2,190.50245913554627,106.73922014271984,15.83106451435273,364.2475303310745,50
11,Rick Fox,1,1226.11823723884,184.30042290187603,975.322488131877,1456.4022860060775,50
11,Rick Fox,2,1205.8193597548316,123.07461311401416,993.2902755155316,1383.2191138324024,50
11,Rick Fox,3,1216.8895837093023,106.30066138351242,1065.138456037767,1410.539777583528,50
11,Rick Fox,4,1220.4467755357034,109.07834530032642,1061.2227566896515,1386.401701488389,50
11,Rick Fox,5,1313.0813847826191,86.48850226470671,1191.960846865652,1454.1440389728757,50
11,Rick Fox,6,1475.7852634218607,96.53012751248878,1337.8288859447248,1653.9229037927998,50
11,Rick Fox,7,1.0,0.0,1.0,1.0,50
11,The Situation,1,318.2381952888815,187.51649576175757,5.962165733737984,590.1886568220418,50
11,The Situation,2,334.44661662650157,133.00500023683477,134.15035401124464,570.0678180882259,50
11,The Situation,3,358.3548129262802,97.28877578266156,198.95596810107534,492.00452841759255,50
11,The Situation,4,343.4161308625044,115.92210531829325,98.44229113210616,491.9108025683581,50
12,Chelsea Kane,1,1348.1169830293202,153.79350879028854,1100.3962776258586,1575.759383154334,50
12,Chelsea Kane,2,1413.1033195282146,123.44530519478225,1207.749996629043,1618.1721592507972,50
12,Chelsea Kane,3,1537.4825758019945,123.71604191670203,1359.5282678042706,1735.151397980091,50
12,Chelsea Kane,4,1783.7981556617988,110.46014471863514,1607.9468059394367,1978.7478067310399,50
12,Chelsea Kane,5,2141.114724735316,108.04357323198055,1970.138597482677,2294.6633890255594,50
12,Chelsea Kane,6,2603.59711756937,103.93032681395648,2435.7019073092406,2758.935755298704,50
12,Chelsea Kane,7,2900.0958681287943,86.78996621690808,2742.3290640873133,3043.6981461283663,50
12,Chelsea Kane,8,3684.4257987320416,85.18910256997368,3527.01907989945,3804.473194697897,50
12,Chelsea Kane,9,3900.023068250727,87.965242187873,3747.792380256566,4056.623865028122,50
12,Chelsea Kane,10,4385.12022211192,87.65321424816311,4263.6157447405585,4505.545946822341,50
12,Chris Jericho,1,1172.5255004135818,204.83323127371295,814.1975716961975,1436.1401967928898,50
12,Chris Jericho,2,1184.3498332403583,128.2820666315995,991.8008758169901,1392.3035893940012,50
12,Chris Jericho,3,1146.3189516875696,101.82473351658241,981.7482322016532,1286.5604660113124,50
12,Chris Jericho,4,1157.9861017732617,88.1780321214505,1015.1951922508362,1287.8601606877505,50
12,Chris Jericho,5,1191.041904333535,98.81521941009866,1003.5405062139754,1335.9209623152074,50
12,Chris Jericho,6,20.517991242202037,95.03270555976967,1.0,11.415530053220994,50
12,Hines Ward,1,1696.5638388282482,190.56147782688495,1394.0279522533647,1963.825805477214,50
12,Hines Ward,2,1725.459676834115,132.82536626522094,1518.6465191870516,1914.7533149012988,50
12,Hines Ward,3,1798.5938869354086,115.21046303514113,1621.0895769309336,1989.2908022561812,50
12,Hines Ward,4,1940.4298046092697,101.60582301506466,1789.1436524740252,2126.490369572856,50
12,Hines Ward,5,2189.264378110645,104.19696258386931,2052.1301178347353,2332.4785043895854,50
12,Hines Ward,6,2516.8415321429043,108.39716010290577,2322.4631604073084,2674.182496165544,50
12,Hines Ward,7,2641.197248175977,94.11307706148948,2471.925319085606,2761.8620749660167,50
12,Hines Ward,8,3267.060870574731,92.3645366937486,3119.2928458779224,3396.339771527184,50
12,Hines Ward,9,3362.0194687802887,85.42280415684607,3220.4270262856153,3504.0688415624113,50
12,Hines Ward,10,3766.4155067499955,89.04574829896941,3619.1454389789133,3896.0103572215926,50
12,Kendra Wilkinson,1,662.6863416608315,225.88185071198436,245.3271818582662,1050.7861926718479,50
12,Kendra Wilkinson,2,641.0679650605114,157.8167410801263,362.10808613058936,903.7708362853327,50
12,Kendra Wilkinson,3,648.0038769864856,117.37263920582723,460.7084120682678,835.1680507650655,50
12,Kendra Wilkinson,4,694.0498208251349,89.0223314264401,547.6861102773041,854.2176381648925,50
12,Kendra Wilkinson,5,744.740334206231,64.03024385560511,646.7712269048885,843.4865886282504,50
12,Kendra Wilkinson,6,883.6036198657206,82.90974147631798,733.1138211916143,999.762094163553,50
12,Kendra Wilkinson,7,803.7490395286143,93.10890046259105,657.3041865740562,956.0586027736641,50
12,Kirstie Alley,1,963.8455536721252,215.55655484967824,624.4082358765062,1298.9023554302976,50
12,Kirstie Alley,2,977.4807463221608,154.11142282708298,764.2225078434567,1191.9481786497702,50
12,Kirstie Alley,3,954.5287308168096,118.8121331344789,772.0639002940454,1147.8609480666871,50
12,Kirstie Alley,4,1007.945752975106,110.88391092775234,853.6804769833758,1226.8000844475614,50
12,Kirstie Alley,5,1084.4638471600676,133.37455355130803,886.9629141363522,1283.9002673190207,50
12,Kirstie Alley,6,1241.5708352871638,101.99874364082868,1094.8688854833995,1440.1447497711758,50
12,Kirstie Alley,7,1202.6358331420365,98.49338642642131,1047.5356987100095,1355.747811906031,50
12,Kirstie Alley,8,1651.3673151973792,83.76829786865943,1514.0283900561087,1794.7975798253563,50
12,Kirstie Alley,9,1572.4186990939309,79.45544838023503,1449.7775020134877,1713.070421216501,50
12,Kirstie Alley,10,1848.4642711380845,68.18433774050736,1733.3312264773062,1947.9103361114323,50
12,Mike Catherwood,1,132.15132193341952,128.41417664110924,1.0,319.0585538189518,50
12,Mike Catherwood,2,65.42638004681216,78.478801065626,1.0,205.7309386116863,50
12,Petra Nemcova,1,798.8066715751083,159.98015448614407,605.9637220330736,1051.7278612652178,50
12,Petra Nemcova,2,782.5025991835006,132.28631643335433,559.9694369433032,974.4341301468685,50
12,Petra Nemcova,3,753.2874525317056,121.35988600850685,564.3115595071976,939.6419061670523,50
12,Petra Nemcova,4,804.5027363863634,120.84652353875666,602.1937768542325,985.5085880185285,50
12,Petra Nemcova,5,135.36380002742723,264.13481853822185,1.0,690.3951596132323,50
12,Ralph Macchio,1,1186.7873646131598,164.9738609130926,928.2152976155736,1501.1045465097543,50
12,Ralph Macchio,2,1162.4005989900443,118.05409714154584,966.7361210323887,1368.2487402623415,50
12,Ralph Macchio,3,1123.8140504891135,98.66378310288677,943.7646042013401,1281.912011920346,50
12,Ralph Macchio,4,1122.7981254936465,106.09686171782411,962.3907377335498,1285.9677582315235,50
12,Ralph Macchio,5,1133.9001375540818,111.37179710752304,946.7642451854887,1296.3988859662459,50
12,Ralph Macchio,6,1226.8929413314245,90.06417274689063,1076.4073475762343,1363.6309461093194,50
12,Ralph Macchio,7,1065.512924017281,85.40366519518533,912.8630273659605,1184.5727144411374,50
12,Ralph Macchio,8,1396.1460154958486,97.70714381998482,1270.1108374581704,1574.2496822684566,50
12,Ralph Macchio,9,1165.5387638750533,84.04341258076114,1047.033523105292,1306.5735664779727,50
12,Romeo,1,1259.835757052592,180.3857693853227,940.6433343651852,1487.7316444337746,50
12,Romeo,2,1278.707553063605,126.53201394077888,1088.5690831887362,1449.1224307116477,50
12,Romeo,3,1261.5384080733756,107.76621460642396,1108.7843930429146,1434.7483310394841,50
12,Romeo,4,1310.9043614854859,99.31226784071143,1148.2572325212943,1433.6409051777737,50
12,Romeo,5,1380.1108738726962,112.66163040106423,1189.8522554704662,1552.017070493816,50
12,Romeo,6,1506.975962561214,92.98681219317683,1341.0909380810401,1645.3413172593089,50
12,Romeo,7,1386.8090870072965,95.6141048669587,1222.7965229308936,1522.0538003631411,50
12,Romeo,8,1.0,0.0,1.0,1.0,50
12,Sugar Ray Leonard,1,572.830188160821,187.6262710862986,283.8184394585005,826.1966572879796,50
12,Sugar Ray Leonard,2,564.2162795929324,128.36578150646315,360.07194559341843,738.7103226452537,50
12,Sugar Ray Leonard,3,566.1110500935138,110.89299937346723,387.7475316382999,759.156041967241,50
12,Sugar Ray Leonard,4,177.5851407899333,231.16352597510792,1.0,536.7294368329544,50
12,Wendy Williams,1,205.8504790607925,174.96344466806335,1.0,548.4671143026732,50
12,Wendy Williams,2,205.2850481377461,128.24108678372204,48.710348875270654,458.8983082396418,50
12,Wendy Williams,3,210.3210165840236,100.92850291566111,79.17823088144479,371.23936847133297,50
13,Carson Kressley,1,380.415787421141,159.47340637389118,126.25166191659194,610.2652093547251,50
13,Carson Kressley,2,409.2337393006239,106.04300253001428,261.7296007473564,601.913018125644,50
13,Carson Kressley,3,474.39687333153,90.14902704868346,325.6696637107765,636.3488796291775,50
13,Carson Kressley,4,530.8173874671986,96.19669502064166,398.57688867774294,675.6637462801255,50
13,Carson Kressley,5,329.52253116932457,200.5631271342154,1.0,528.7935309978798,50
13,Chaz Bono,1,214.10199222834905,170.49578977816924,1.000000000000029,517.7326273886476,50
13,Chaz Bono,2,290.4734560932022,117.57650091001992,76.55133407575988,456.41809251440054,50
13,Chaz Bono,3,415.84770143030664,104.84757948762852,260.0200359759999,557.5342358390009,50
13,Chaz Bono,4,515.5745027188217,80.8688481525118,384.05847893526357,604.5418330804544,50
13,Chaz Bono,5,482.9070656787884,88.36419028867307,325.26486373448955,631.0457904169924,50
13,Chaz Bono,6,482.03595574040236,84.33852032872146,354.9776555166317,602.12638212271,50
13,Chynna Phillips,1,976.4350006101599,194.70832670589573,669.9427343612872,1309.4839614840303,50
13,Chynna Phillips,2,1010.8780084613657,146.28576102186238,829.7363233484332,1265.0955811342458,50
13,Chynna Phillips,3,1065.4385631144692,112.37179750568484,863.6327733013504,1236.701029196963,50
13,Chynna Phillips,4,1.0,0.0,1.0,1.0,50
13,David Arquette,1,836.6472512751201,172.17396164963463,525.2711752563035,1076.9766263516412,50
13,David Arquette,2,899.0082833320821,116.57032165480929,705.4639241430754,1056.5447154502922,50
13,David Arquette,3,1019.798420189938,97.70595166518991,863.4659406403732,1137.853647842664,50
13,David Arquette,4,1139.2062836716025,106.10801557041891,989.9534633236243,1297.8749766860792,50
13,David Arquette,5,1144.3486665611063,93.58872596254652,1022.8626225068633,1267.6145682399008,50
13,David Arquette,6,1136.5563874662744,97.98855409956602,997.1506590360832,1307.3993228067243,50
13,David Arquette,7,1.0,0.0,1.0,1.0,50
13,Elisabetta Canalis,1,607.1158529027496,184.28769467250396,308.7074442752662,870.1679081521032,50
13,Elisabetta Canalis,2,1.0,0.0,1.0,1.0,50
13,Hope Solo,1,980.5654724776649,188.08206785536453,754.8979467945866,1270.4514555166259,50
13,Hope Solo,2,1035.933121541927,143.85077134205685,813.4073193494481,1285.2163913947068,50
13,Hope Solo,3,1143.3219750987137,116.04857383031363,974.2850389851461,1317.289976082829,50
13,Hope Solo,4,1243.1172129564502,107.78001413894243,1075.195091240662,1402.1665227125186,50
13,Hope Solo,5,1198.982525233159,112.61094864678641,1045.6368771555976,1371.479279520997,50
13,Hope Solo,6,1194.7166260037607,93.92093069334842,1039.5760900370447,1327.8589047801474,50
13,Hope Solo,7,1420.8276502093258,98.61261290137129,1257.8616582168238,1567.1796850195426,50
13,Hope Solo,8,1290.7274713220538,103.52744921446217,1098.6115680593289,1437.7541141182955,50
13,Hope Solo,9,1306.5742685959456,92.00048774715628,1175.6985650928277,1428.955397190479,50
13,J.R. Martinez,1,1613.137050752002,206.49956008794578,1303.964797137798,1910.883665174471,50
13,J.R. Martinez,2,1703.2952111158716,140.6464980830182,1495.0515275084902,1912.849003365405,50
13,J.R. Martinez,3,1859.5317222384044,114.95297619796634,1692.176639228181,2061.844654902276,50
13,J.R. Martinez,4,2035.8191274191945,109.03244544492983,1873.6068740670487,2218.3524764087074,50
13,J.R. Martinez,5,2112.6153847985734,100.29136396784233,1934.3944922569199,2264.374871095544,50
13,J.R. Martinez,6,2200.7751241809065,109.05653812558721,2036.1531488987064,2378.6409875885447,50
13,J.R. Martinez,7,2539.5912914486703,91.17270359220679,2403.7619572382755,2706.8047933090575,50
13,J.R. Martinez,8,2576.1215548293026,97.37192215902512,2444.891858526024,2718.948898762523,50
13,J.R. Martinez,9,2768.084649738465,81.04404074552076,2616.641254820046,2902.0117422086632,50
13,J.R. Martinez,10,3152.4582319775755,75.382791613669,3021.7899807313547,3268.3261077172488,50
13,Kristin Cavallari,1,1009.5547137563856,187.04103738719868,695.9194327885136,1290.6925794083872,50
13,Kristin Cavallari,2,1039.6796550898116,130.3970572813982,838.7492526737749,1239.4973487268753,50
13,Kristin Cavallari,3,1.0,0.0,1.0,1.0,50
13,Metta World Peace (Ron),1,71.13309824191244,108.92455861917206,1.0,318.14018476716734,50
13,Nancy Grace,1,615.212354469689,173.8282143251262,332.8617093898459,867.0831283085367,50
13,Nancy Grace,2,683.5303246010204,131.64033807903505,470.6472623657915,881.3555615798564,50
13,Nancy Grace,3,731.5005667775305,118.82402142512449,516.6524050886032,902.8917462704849,50
13,Nancy Grace,4,819.6887183089609,110.39506520541904,637.9062413111743,992.373763366303,50
13,Nancy Grace,5,752.9824876163179,87.50459591956344,638.4372975129269,876.3268734944277,50
13,Nancy Grace,6,689.870298309514,85.53569265288507,569.7401133580984,830.5447085884038,50
13,Nancy Grace,7,896.0828278849826,89.7122736837957,762.0187030457238,1036.7482049849866,50
13,Nancy Grace,8,745.2469484764712,74.43554351902127,647.3000093016915,842.9615063592696,50
13,Ricki Lake,1,1686.8111178247814,184.67736970614396,1431.90031170283,2008.9959181023032,50
13,Ricki Lake,2,1793.4608828238136,126.55770402204404,1600.1225640731807,1984.47447575807,50
13,Ricki Lake,3,1958.2104505641823,97.34375172117143,1833.125573191455,2099.2624160519995,50
13,Ricki Lake,4,2117.23293948931,111.52962034088922,1960.5854309676438,2306.328998391355,50
13,Ricki Lake,5,2173.1961004427667,112.95318266631561,2020.2195811778138,2334.651634123531,50
13,Ricki Lake,6,2216.2742790761454,119.97490737599396,2034.6431903684586,2387.290352090943,50
13,Ricki Lake,7,2460.9620491115265,101.8272539069916,2308.9102719581538,2647.567499898637,50
13,Ricki Lake,8,2390.405353531752,94.32079168007314,2226.730246458096,2532.432322507866,50
13,Ricki Lake,9,2519.433082706306,91.21737573684698,2372.749616302001,2650.1635930007105,50
13,Ricki Lake,10,2856.8906033318613,90.81860736623624,2705.4452470103442,2996.5921393365784,50
13,Rob Kardashian,1,1008.8703080400455,206.28426891592918,611.1530078761404,1304.9014270741507,50
13,Rob Kardashian,2,1133.5073176402823,145.51226058109302,873.7518960576913,1345.8356779259368,50
13,Rob Kardashian,3,1330.9537272549255,116.80978378258052,1154.6640670609565,1493.9797157065623,50
13,Rob Kardashian,4,1597.543827968461,100.69251627447538,1443.6094984858532,1763.8661575677515,50
13,Rob Kardashian,5,1805.4452384999636,104.48554883158556,1640.2925349138336,1978.9741068932103,50
13,Rob Kardashian,6,2079.7713292229964,97.48112637573583,1946.293308196446,2230.3976371903454,50
13,Rob Kardashian,7,2681.536181345493,95.52238667415818,2530.0710235038077,2841.898925771187,50
13,Rob Kardashian,8,2997.49867184042,77.58827736860897,2892.3553581145675,3129.4757822723222,50
13,Rob Kardashian,9,3405.9079989592838,95.6072205162734,3258.2633317656123,3573.9013067572487,50
13,Rob Kardashian,10,3990.6511646905633,88.47329925525082,3857.5670194286836,4143.922073316669,50
14,Donald Driver,1,1165.0646284698953,223.17543340630561,868.8407382935278,1538.1536148561568,50
14,Donald Driver,2,1183.8912293572396,157.34087601651004,962.0426474105473,1426.5714710002505,50
14,Donald Driver,3,1268.6448493765738,103.31105528608198,1133.2597428304869,1465.168083101032,50
14,Donald Driver,4,1350.6568447042127,112.99379289608181,1211.6367004924969,1567.6432301841778,50
14,Donald Driver,5,1387.253261077506,86.55804060411585,1266.0442990067545,1539.6914088112671,50
14,Donald Driver,6,1371.7494166027216,88.33650107909841,1252.218994776588,1530.018568257101,50
14,Donald Driver,7,1546.9574870373617,77.87877729957334,1433.7573157041884,1688.7788928384539,50
14,Donald Driver,8,1563.3917000065785,99.1376651860682,1418.3755772955253,1726.6429518080042,50
14,Donald Driver,9,2574.7357249384145,96.64528022662574,2417.4789802575524,2709.1252249347094,50
14,Donald Driver,10,2514.557865677773,74.23279705927693,2403.1321580834633,2641.8379276129513,50
