season,celebrity,week,fan_votes,judge_score,eliminated
8,Ty Murray,8,935.4879756001512,26.0,False
8,Gilles Marini,9,3097.1169614954956,28.0,False
8,Lil' Kim,9,1.0,26.0,True
8,Melissa Rycroft,9,2194.136209378101,28.5,False
8,Shawn Johnson,9,3505.0921238242768,28.0,False
8,Ty Murray,9,1202.6547053021266,23.0,False
8,Gilles Marini,10,3154.4414834346812,30.0,False
8,Melissa Rycroft,10,2116.300275065557,27.5,False
8,Shawn Johnson,10,3729.3292078017494,28.0,False
8,Ty Murray,10,999.9290336980118,24.0,True
8,Gilles Marini,11,3477.169634330744,29.0,False
8,Melissa Rycroft,11,2343.8931549138097,28.5,False
8,Shawn Johnson,11,4178.937210755446,30.0,False
9,Aaron Carter,1,1076.3684525169986,31.999899999999997,False
9,Ashley Hamiliton,1,81.05129883331078,18.9999,True
9,Chuck Liddell,1,306.79901527341497,22.0,False
9,Debi Mazar,1,470.1174496808481,22.0,False
9,Donny Osmond,1,1235.0011898767214,29.999899999999997,False
9,Joanna Krupa,1,1136.1493869161327,33.9999,False
9,Kathy Ireland,1,139.02698166049728,19.9999,False
9,Kelly Osbourne,1,768.3626496821595,30.9998,False
9,Louie Vito,1,422.21681124488697,26.9998,False
9,Macy Gray,1,81.05129883331078,18.9999,True
9,Mark Dacascos,1,822.5772695049773,28.9998,False
9,Melissa Joan Hart,1,664.3423055030291,24.0,False
9,Michael Irvin,1,184.87172748879763,19.0,False
9,Mya,1,1617.6695275787874,30.999899999999997,False
9,Natalie Coughlin,1,866.8927455395185,26.9998,False
9,Tom DeLay,1,127.50188986660828,19.9999,False
9,Aaron Carter,2,1086.4570975002287,27.0,False
9,Chuck Liddell,2,325.7003206621547,19.0,False
9,Debi Mazar,2,487.95680601128805,21.0,False
9,Donny Osmond,2,1258.7374006884356,25.0,False
9,Joanna Krupa,2,1178.6514473506713,20.0,False
9,Kathy Ireland,2,1.0,18.0,True
9,Kelly Osbourne,2,791.7312368789458,19.0,False
9,Louie Vito,2,430.3181751055244,19.0,False
9,Mark Dacascos,2,843.1452504955444,21.0,False
9,Melissa Joan Hart,2,684.9423610010961,19.0,False
9,Michael Irvin,2,206.24391766289895,20.0,False
9,Mya,2,1678.990432806732,27.0,False
9,Natalie Coughlin,2,881.5245263163497,21.0,False
9,Tom DeLay,2,144.60102752013242,18.0,False
9,Aaron Carter,3,1096.1803779989684,21.0,False
9,Chuck Liddell,3,354.62451069527293,17.0,False
9,Debi Mazar,3,1.0,17.0,True
9,Donny Osmond,3,1296.9575878820526,21.0,False
9,Joanna Krupa,3,1264.260241812836,23.0,False
9,Kelly Osbourne,3,834.1065928640669,20.0,False
9,Louie Vito,3,438.62012216104125,20.0,False
9,Mark Dacascos,3,874.0052616576116,18.0,False
9,Melissa Joan Hart,3,715.7934603580807,19.0,False
9,Michael Irvin,3,238.36279196213945,14.0,False
9,Mya,3,1814.7590443397187,27.0,False
9,Natalie Coughlin,3,902.6657540724535,26.0,False
9,Tom DeLay,3,168.6642541957582,15.0,True
9,Aaron Carter,4,1100.5123158835174,18.0,False
9,Chuck Liddell,4,1.0,17.0,True
9,Donny Osmond,4,1343.3643941306502,24.0,False
9,Joanna Krupa,4,1372.9975888721399,26.0,False
9,Kelly Osbourne,4,882.2403416540182,23.0,False
9,Louie Vito,4,438.1583339404597,16.0,False
9,Mark Dacascos,4,901.4184108761481,22.0,False
9,Melissa Joan Hart,4,742.4943210548224,28.0,False
9,Michael Irvin,4,273.4252754386608,16.0,False
9,Mya,4,2027.8919527644232,28.0,False
9,Natalie Coughlin,4,916.4970653851586,24.0,False
9,Aaron Carter,5,1142.0545340801916,24.0,False
9,Donny Osmond,5,1443.060247540953,29.0,False
9,Joanna Krupa,5,1523.169017933307,24.0,False
9,Kelly Osbourne,5,968.3426745973899,24.0,False
9,Louie Vito,5,472.19876964420024,22.0,False
9,Mark Dacascos,5,955.7042368246682,26.0,False
9,Melissa Joan Hart,5,791.6974677866398,23.0,False
9,Michael Irvin,5,344.81069190396516,21.0,False
9,Mya,5,2357.962359688685,27.0,False
9,Natalie Coughlin,5,1.0,22.0,True
9,Aaron Carter,6,1233.1513566320673,32.9998,False
9,Donny Osmond,6,1624.2943431670103,30.999899999999997,False
9,Joanna Krupa,6,1713.3289868281822,35.9999,False
9,Kelly Osbourne,6,1109.6443699210006,24.9998,False
9,Louie Vito,6,1.0,24.0,True
9,Mark Dacascos,6,1047.7871947636188,32.0,False
9,Melissa Joan Hart,6,1.0,23.9999,True
9,Michael Irvin,6,458.53835672682067,21.9998,False
9,Mya,6,2811.2553919613006,33.0,False
9,Aaron Carter,7,1130.7065334456731,26.5,False
9,Donny Osmond,7,1667.2745387772927,26.0,False
9,Joanna Krupa,7,1682.3226756269182,27.5,False
9,Kelly Osbourne,7,1081.6062940600743,26.0,False
9,Mark Dacascos,7,938.8012679262697,21.5,True
9,Michael Irvin,7,372.94024304014584,23.5,True
9,Mya,7,3126.3484471236234,24.5,False
9,Aaron Carter,8,1232.0088828535477,25.0,True
9,Donny Osmond,8,1978.3859579046698,25.0,False
9,Joanna Krupa,8,1816.8243971646916,26.0,False
9,Kelly Osbourne,8,1295.2519264657126,25.5,False
9,Mya,8,3677.5288356113783,29.5,False
9,Donny Osmond,9,2968.521537845747,24.666600000000003,False
9,Joanna Krupa,9,1.0,27.0,True
9,Kelly Osbourne,9,2182.012790036893,25.9998,False
9,Mya,9,4848.46567211736,28.9999,False
9,Donny Osmond,10,2959.3538291457517,28.9998,False
9,Kelly Osbourne,10,2085.7070643293337,25.2222,False
9,Mya,10,4954.939106524915,28.333199999999998,False
10,Aiden Turner,1,545.8870783429567,15.0,False
10,Buzz Aldrin,1,98.16758676564008,14.0,False
10,Chad Ochocinco,1,870.1154800885764,18.0,False
10,Erin Andrews,1,1231.4472449442808,21.0,False
10,Evan Lysacek,1,1626.1164620019094,23.0,False
10,Jake Pavelka,1,880.9020002058089,20.0,False
10,Kate Gosselin,1,250.99861952597166,16.0,False
10,Nicole Scherzinger,1,1903.9422777690518,25.0,False
10,Niecy Nash,1,694.4452404503746,18.0,False
10,Pamela Anderson,1,1178.8050262571683,21.0,False
10,Shannen Doherty,1,719.1729836482608,18.0,False
10,Aiden Turner,2,610.4543753713776,19.0,False
10,Buzz Aldrin,2,160.57196039155386,12.0,False
10,Chad Ochocinco,2,948.5099798176198,16.0,False
10,Erin Andrews,2,1320.356321313762,23.0,False
10,Evan Lysacek,2,1711.2777889914123,24.0,False
10,Jake Pavelka,2,930.5279084752852,20.0,False
10,Kate Gosselin,2,305.0622345294659,15.0,False
10,Nicole Scherzinger,2,2040.4144544172589,28.0,False
10,Niecy Nash,2,729.2413262169125,21.0,False
10,Pamela Anderson,2,1242.5836504753524,22.0,False
10,Shannen Doherty,2,1.0,20.0,True
10,Aiden Turner,3,596.4080427499212,20.0,False
10,Buzz Aldrin,3,148.99896215484182,13.0,True
10,Chad Ochocinco,3,954.3086807743673,20.0,False
10,Erin Andrews,3,1343.0668329774473,23.0,False
10,Evan Lysacek,3,1730.1066623747554,26.0,False
10,Jake Pavelka,3,899.828015990732,21.0,False
10,Kate Gosselin,3,283.2719808072193,15.0,False
10,Nicole Scherzinger,3,2142.07931240239,23.0,False
10,Niecy Nash,3,674.0720908214553,21.0,False
10,Pamela Anderson,3,1227.8594189468704,21.0,False
10,Aiden Turner,4,1.0,16.5,True
10,Chad Ochocinco,4,1035.4530406105448,22.0,False
10,Erin Andrews,4,1461.235461201466,19.5,False
10,Evan Lysacek,4,1842.3348606663253,26.0,False
10,Jake Pavelka,4,940.5280953081507,19.0,False
10,Kate Gosselin,4,342.5501707505072,16.0,False
10,Nicole Scherzinger,4,2412.981323927923,25.0,False
10,Niecy Nash,4,676.8110375473481,18.0,False
10,Pamela Anderson,4,1287.1060099877343,23.5,False
10,Chad Ochocinco,5,996.1511584237783,18.0,False
10,Erin Andrews,5,1487.748581388139,22.0,False
10,Evan Lysacek,5,1858.2194803651423,27.0,False
10,Jake Pavelka,5,877.7656183213297,23.0,False
10,Kate Gosselin,5,304.7410208456756,15.0,True
10,Nicole Scherzinger,5,2672.9511712823632,29.0,False
10,Niecy Nash,5,570.6303815075526,18.0,False
10,Pamela Anderson,5,1231.7925878660208,21.0,False
10,Chad Ochocinco,6,1110.7094033787791,30.999899999999997,False
10,Erin Andrews,6,1686.3840472660547,34.0,False
10,Evan Lysacek,6,2043.0369491086642,27.0,False
10,Jake Pavelka,6,1.0,24.999899999999997,True
10,Nicole Scherzinger,6,3181.4679714262224,35.9999,False
10,Niecy Nash,6,642.5230368280993,25.9998,False
10,Pamela Anderson,6,1334.8785919921781,29.9998,False
10,Chad Ochocinco,7,1248.8754636264778,26.0,False
10,Erin Andrews,7,1920.4737201950077,25.5,False
10,Evan Lysacek,7,2274.310567380993,27.0,False
10,Nicole Scherzinger,7,3784.972533352042,27.0,False
10,Niecy Nash,7,770.3677154454813,24.5,False
10,Pamela Anderson,7,1.0,25.5,True
10,Chad Ochocinco,8,1102.8729646505476,22.5,False
10,Erin Andrews,8,1885.0480461754476,26.5,False
10,Evan Lysacek,8,2240.224472107546,26.5,False
10,Nicole Scherzinger,8,4133.842027648315,29.5,False
10,Niecy Nash,8,638.0124894181448,21.5,True
10,Chad Ochocinco,9,1082.0717645682396,26.0,True
10,Erin Andrews,9,1990.5685856846899,28.0,False
10,Evan Lysacek,9,2349.2885940084043,29.5,False
10,Nicole Scherzinger,9,4578.0710557386665,29.5,False
10,Erin Andrews,10,2268.3086234389298,26.9998,False
10,Evan Lysacek,10,2628.442738834612,26.888699999999996,False
10,Nicole Scherzinger,10,5103.248637726459,28.7777,False
11,Audrina Patridge,1,1324.9478145626124,19.0,False
11,Brandy,1,1589.2950617583504,23.0,False
11,Bristol Palin,1,539.7378841429479,18.0,False
11,David Hasselhoff,1,122.94792304286062,15.0,True
11,Florence Henderson,1,659.3935960984148,18.0,False
11,Jennifer Grey,1,1662.850892955924,24.0,False
11,Kurt Warner,1,898.3011711985109,19.0,False
11,Kyle Massey,1,1122.5915931069364,23.0,False
11,Margaret Cho,1,321.67429284681157,15.0,False
11,Michael Bolton,1,193.00605345893166,16.0,False
11,Rick Fox,1,1199.0800242682105,22.0,False
11,The Situation,1,366.17369255948927,15.0,False
11,Audrina Patridge,2,1338.5306196226338,23.0,False
11,Brandy,2,1629.6285034113007,21.0,False
11,Bristol Palin,2,530.9843670515011,22.0,False
11,Florence Henderson,2,665.3058376270775,19.0,False
11,Jennifer Grey,2,1698.1371965721626,24.0,False
11,Kurt Warner,2,899.4461356989989,21.0,False
11,Kyle Massey,2,1131.9589852071567,22.0,False
11,Margaret Cho,2,329.3130148695159,18.0,False
11,Michael Bolton,2,197.89018036259162,12.0,True
11,Rick Fox,2,1205.9754655348092,21.0,False
11,The Situation,2,372.8296940422524,18.0,False
11,Audrina Patridge,3,1354.3222134944363,26.0,False
11,Brandy,3,1709.954576930075,24.0,False
11,Bristol Palin,3,501.84107769378414,19.0,False
11,Florence Henderson,3,670.9408806946697,20.0,False
11,Jennifer Grey,3,1781.3139647041146,24.0,False
11,Kurt Warner,3,893.3496709770776,23.0,False
11,Kyle Massey,3,1157.12182739181,23.0,False
11,Margaret Cho,3,337.5129783131727,18.0,True
11,Rick Fox,3,1214.1833728832173,24.0,False
11,The Situation,3,379.459436917644,20.0,False
11,Audrina Patridge,4,1368.9657138128816,23.0,False
11,Brandy,4,1820.8409461988592,24.0,False
11,Bristol Palin,4,466.2706065057863,16.0,False
11,Florence Henderson,4,682.6216052408728,17.5,False
11,Jennifer Grey,4,1936.896555218734,28.0,False
11,Kurt Warner,4,885.9457950001557,17.0,False
11,Kyle Massey,4,1220.6327857922345,20.0,False
11,Rick Fox,4,1225.297834951783,19.5,False
11,The Situation,4,392.5281572786939,14.0,True
11,Audrina Patridge,5,1464.1429530244302,23.0,False
11,Brandy,5,2024.6886015630612,27.0,False
11,Bristol Palin,5,525.4880361913227,18.0,False
11,Florence Henderson,5,1.0,21.0,True
11,Jennifer Grey,5,2260.271388165614,25.0,False
11,Kurt Warner,5,972.623014320956,24.0,False
11,Kyle Massey,5,1426.062110028381,20.0,False
11,Rick Fox,5,1325.723896706235,24.0,False
11,Audrina Patridge,6,1.0,31.9998,True
11,Brandy,6,2263.2567227223726,35.9999,False
11,Bristol Palin,6,662.2515821966942,27.9998,False
11,Jennifer Grey,6,2728.1978585090164,29.0,False
11,Kurt Warner,6,1118.5224642609007,21.9999,False
11,Kyle Massey,6,1750.6438048446928,29.999899999999997,False
11,Rick Fox,6,1476.1275674663202,30.0,False
11,Brandy,7,2462.3069032626167,36.5,False
11,Bristol Palin,7,837.8661295493646,32.5,False
11,Jennifer Grey,7,3282.351719856442,36.5,False
11,Kurt Warner,7,1279.612542987418,35.0,False
11,Kyle Massey,7,2136.8627043441566,33.5,False
11,Rick Fox,7,1.0,34.5,True
11,Brandy,8,2575.138308172661,28.5,False
11,Bristol Palin,8,1030.857358980013,23.5,False
11,Jennifer Grey,8,3855.3595548448548,28.5,False
11,Kurt Warner,8,1.0,24.0,True
11,Kyle Massey,8,2537.6447780024732,28.0,False
11,Brandy,9,1.0,28.5,True
11,Bristol Palin,9,1722.5055080498237,26.5,False
11,Jennifer Grey,9,4874.15700269635,30.0,False
11,Kyle Massey,9,3402.337489253826,29.0,False
11,Bristol Palin,10,1602.905035765507,25.666600000000003,False
11,Jennifer Grey,10,4992.05472986413,30.0,False
11,Kyle Massey,10,3405.0402343703627,27.333199999999998,False
12,Chelsea Kane,1,1358.5865225781313,21.0,False
12,Chris Jericho,1,1183.328177483346,19.0,False
12,Hines Ward,1,1702.4390502744363,21.0,False
12,Kendra Wilkinson,1,660.7552129900682,18.0,False
12,Kirstie Alley,1,993.8215195101451,23.0,False
12,Mike Catherwood,1,141.39234382720065,13.0,False
12,Petra Nemcova,1,789.8491361732285,18.0,False
12,Ralph Macchio,1,1138.6938989813543,24.0,False
12,Romeo,1,1285.4364847448346,19.0,False
12,Sugar Ray Leonard,1,570.9810780164183,17.0,False
12,Wendy Williams,1,174.71657542083827,14.0,False
12,Chelsea Kane,2,1407.0613479006288,18.0,False
12,Chris Jericho,2,1167.066731149426,23.0,False
12,Hines Ward,2,1730.2097859350094,23.0,False
12,Kendra Wilkinson,2,650.2085397166604,19.0,False
12,Kirstie Alley,2,980.0241334845945,20.0,False
12,Mike Catherwood,2,140.9571013540544,17.0,True
12,Petra Nemcova,2,779.5590406749799,18.0,False
12,Ralph Macchio,2,1119.9259268886176,21.0,False
12,Romeo,2,1283.728407038159,23.0,False
12,Sugar Ray Leonard,2,568.1873613604234,17.0,False
12,Wendy Williams,2,173.07162449744814,17.0,False
12,Chelsea Kane,3,1536.9361537131474,23.0,False
12,Chris Jericho,3,1140.7513074804062,21.0,False
12,Hines Ward,3,1805.7916666821886,25.0,False
12,Kendra Wilkinson,3,641.8967665791157,23.0,False
12,Kirstie Alley,3,969.2035035226045,21.0,False
12,Petra Nemcova,3,771.3092734460571,25.0,False
12,Ralph Macchio,3,1094.892751255894,21.0,False
12,Romeo,3,1285.4547823880782,20.0,False
12,Sugar Ray Leonard,3,573.7806739315969,20.0,False
12,Wendy Williams,3,179.98312100091195,15.0,True
12,Chelsea Kane,4,1809.8475362328786,26.0,False
12,Chris Jericho,4,1171.1802992749977,23.0,False
12,Hines Ward,4,1989.5673149501474,25.0,False
12,Kendra Wilkinson,4,698.4117686926227,18.0,False
12,Kirstie Alley,4,1029.581882314839,22.0,False
12,Petra Nemcova,4,823.2548089820168,23.0,False
12,Ralph Macchio,4,1127.5309358796535,25.0,False
12,Romeo,4,1349.6254536728452,23.0,False
12,Sugar Ray Leonard,4,1.0,21.0,True
12,Chelsea Kane,5,2155.742841706296,26.0,False
12,Chris Jericho,5,1199.900378044195,26.0,False
12,Hines Ward,5,2215.7705754664016,27.0,False
12,Kendra Wilkinson,5,764.9573518202304,22.0,False
12,Kirstie Alley,5,1103.3119439071247,23.0,False
12,Petra Nemcova,5,1.0,22.0,True
12,Ralph Macchio,5,1151.6743476954407,22.0,False
12,Romeo,5,1407.6425613603105,26.0,False
12,Chelsea Kane,6,2613.763710422683,28.0,False
12,Chris Jericho,6,1.0,22.0,True
12,Hines Ward,6,2527.7102209820296,27.0,False
12,Kendra Wilkinson,6,888.8632778229539,25.0,False
12,Kirstie Alley,6,1243.5454792915639,26.0,False
12,Ralph Macchio,6,1220.3459246211082,24.0,False
12,Romeo,6,1504.7713868596618,28.0,False
12,Chelsea Kane,7,2901.580192201373,32.0,False
12,Hines Ward,7,2656.668964536369,33.0,False
12,Kendra Wilkinson,7,800.8292084201046,30.5,True
12,Kirstie Alley,7,1190.0622708558972,30.0,False
12,Ralph Macchio,7,1073.6934425398754,33.0,False
12,Romeo,7,1377.1659214463837,30.0,False
12,Chelsea Kane,8,3682.039751870373,27.5,False
12,Hines Ward,8,3280.357653387832,27.0,False
12,Kirstie Alley,8,1638.427802128679,26.5,False
12,Ralph Macchio,8,1398.174792613116,23.0,False
12,Romeo,8,1.0,26.0,True
12,Chelsea Kane,9,3898.7589795883005,36.5,False
12,Hines Ward,9,3360.8887429495276,30.0,False
12,Kirstie Alley,9,1567.5440496870012,27.0,False
12,Ralph Macchio,9,1172.8082277751698,24.0,True
12,Chelsea Kane,10,4386.807778652622,29.666600000000003,False
12,Hines Ward,10,3757.40282141164,29.666600000000003,False
12,Kirstie Alley,10,1855.7893999357375,27.999899999999997,False
13,Carson Kressley,1,352.27370973597795,17.0,False
13,Chaz Bono,1,266.7695410469945,17.0,False
13,Chynna Phillips,1,938.9286986873045,22.0,False
13,David Arquette,1,841.5199525672624,18.0,False
13,Elisabetta Canalis,1,588.6912967651966,15.0,False
13,Hope Solo,1,976.8764495069676,21.0,False
13,J.R. Martinez,1,1603.279128946222,22.0,False
13,Kristin Cavallari,1,987.1532051972731,19.0,False
13,Metta World Peace (Ron),1,120.0528818507177,14.0,True
13,Nancy Grace,1,611.6610925038052,16.0,False
13,Ricki Lake,1,1684.769576234934,20.0,False
13,Rob Kardashian,1,1028.024466957344,16.0,False
13,Carson Kressley,2,405.37507269090924,18.0,False
13,Chaz Bono,2,329.37231498272797,17.0,False
13,Chynna Phillips,2,986.1930048212848,21.0,False
13,David Arquette,2,917.719133910583,18.0,False
13,Elisabetta Canalis,2,1.0,21.0,True
13,Hope Solo,2,1043.1024078450898,19.0,False
13,J.R. Martinez,2,1695.7341267926604,22.0,False
13,Kristin Cavallari,2,1042.0340905578532,22.0,False
13,Nancy Grace,2,671.3384236480532,21.0,False
13,Ricki Lake,2,1778.1894516397203,23.0,False
13,Rob Kardashian,2,1129.9419731111168,21.0,False
13,Carson Kressley,3,481.72189798106587,23.0,False
13,Chaz Bono,3,424.84177642537463,18.0,False
13,Chynna Phillips,3,1050.743494499373,26.0,False
13,David Arquette,3,1038.1698103973854,24.0,False
13,Hope Solo,3,1146.5465377947069,24.0,False
13,J.R. Martinez,3,1854.5005360794112,26.0,False
13,Kristin Cavallari,3,1.0,24.0,True
13,Nancy Grace,3,752.2578538922529,21.0,False
13,Ricki Lake,3,1933.3514733724958,27.0,False
13,Rob Kardashian,3,1316.8666195579337,24.0,False
13,Carson Kressley,4,551.0749429961497,20.0,False
13,Chaz Bono,4,521.4300690568168,21.0,False
13,Chynna Phillips,4,1.0,21.0,True
13,David Arquette,4,1156.4937884250446,23.0,False
13,Hope Solo,4,1247.4624319686545,24.0,False
13,J.R. Martinez,4,2036.436956233381,26.0,False
13,Nancy Grace,4,819.1251318883149,21.0,False
13,Ricki Lake,4,2100.8112724976677,29.0,False
13,Rob Kardashian,4,1566.1654069339695,24.0,False
13,Carson Kressley,5,485.0405278483608,19.0,True
13,Chaz Bono,5,480.77364594316737,21.0,False
13,David Arquette,5,1126.3947918543934,25.0,False
13,Hope Solo,5,1202.6701606425067,24.0,False
13,J.R. Martinez,5,2093.625704837528,28.0,False
13,Nancy Grace,5,736.9569030085772,22.0,False
13,Ricki Lake,5,2123.7576090217676,24.0,False
13,Rob Kardashian,5,1750.7806568436993,25.0,False
13,Chaz Bono,6,496.0459873004259,19.0,True
13,David Arquette,6,1133.5725138000619,23.0,False
13,Hope Solo,6,1200.8128892403026,20.0,False
13,J.R. Martinez,6,2210.398926268804,29.0,False
13,Nancy Grace,6,704.3002604577622,24.0,False
13,Ricki Lake,6,2190.0295608769206,29.0,False
13,Rob Kardashian,6,2064.8398620557223,22.0,False
13,David Arquette,7,1.0,23.5,True
13,Hope Solo,7,1414.7761833625686,25.0,False
13,J.R. Martinez,7,2553.663510173009,24.0,False
13,Nancy Grace,7,895.8662210766022,22.0,False
13,Ricki Lake,7,2466.598403736993,26.5,False
13,Rob Kardashian,7,2668.0956816508256,25.5,False
13,Hope Solo,8,1280.866933426712,26.0,False
13,J.R. Martinez,8,2576.9837115272458,30.0,False
13,Nancy Grace,8,760.9692889130397,22.0,True
13,Ricki Lake,8,2412.2717901879178,26.0,False
13,Rob Kardashian,8,2968.9082759450853,25.5,False
13,Hope Solo,9,1281.5256300093174,24.4998,True
13,J.R. Martinez,9,2766.2048849725106,28.0,False
13,Ricki Lake,9,2537.2052026852616,33.4999,False
13,Rob Kardashian,9,3415.0642823329104,32.4998,False
13,J.R. Martinez,10,3148.837974129867,28.1665,False
13,Ricki Lake,10,2867.919335795673,27.999899999999997,False
13,Rob Kardashian,10,3983.24269007446,28.333199999999998,False
14,Donald Driver,1,1178.5053135141482,21.0,False
14,Gavin DeGraw,1,399.6762037192383,20.0,False
14,Gladys Knight,1,381.0496002601195,23.0,False
14,Jack Wagner,1,518.7310621182587,23.0,False
14,Jaleel White,1,986.5098044486607,26.0,False
14,Katherine Jenkins,1,1722.7444863286346,26.0,False
14,Maria Menounos,1,1265.1107497009532,21.0,False
14,Martina Navratilova,1,141.7601306492185,20.0,False
14,Melissa Gilbert,1,381.0098127278979,20.0,False
14,Roshon Fegan,1,1100.1595697633143,23.0,False
14,Sherri Sheperd,1,520.3847170162861,23.0,False
14,William Levy,1,1404.3585497532702,24.0,False
14,Donald Driver,2,1192.5141837289755,24.0,False
14,Gavin DeGraw,2,397.5388631273594,21.0,False
14,Gladys Knight,2,368.584522373717,19.0,False
14,Jack Wagner,2,510.5232097509062,21.0,False
14,Jaleel White,2,984.6779466634349,22.0,False
14,Katherine Jenkins,2,1722.0827184147188,26.0,False
14,Maria Menounos,2,1285.0106180587154,25.0,False
14,Martina Navratilova,2,138.5974358830624,17.0,True
14,Melissa Gilbert,2,378.4287025725328,20.0,False
14,Roshon Fegan,2,1103.132461144581,26.0,False
14,Sherri Sheperd,2,506.84392926109683,23.0,False
14,William Levy,2,1412.0654090208993,25.0,False
14,Donald Driver,3,1276.14692432746,26.0,False
14,Gavin DeGraw,3,453.35287210685885,24.0,False
14,Gladys Knight,3,408.59824292608107,24.0,False
14,Jack Wagner,3,1.0,24.0,True
14,Jaleel White,3,1046.8410549628586,25.0,False
14,Katherine Jenkins,3,1792.169616865365,29.0,False
14,Maria Menounos,3,1388.8808725854792,27.0,False
14,Melissa Gilbert,3,430.122781148766,24.0,False
14,Roshon Fegan,3,1169.30871285803,25.0,False
14,Sherri Sheperd,3,542.3867765184215,24.0,False
14,William Levy,3,1491.192145700679,28.0,False
14,Donald Driver,4,1344.3779630975184,27.0,False
14,Gavin DeGraw,4,492.5873613913355,23.0,False
14,Gladys Knight,4,431.56673135099993,20.0,False
14,Jaleel White,4,1099.785139231892,22.0,False
14,Katherine Jenkins,4,1880.7017100416506,24.0,False
14,Maria Menounos,4,1501.213630880876,26.0,False
14,Melissa Gilbert,4,454.8430652988069,22.0,False
14,Roshon Fegan,4,1226.1791403623347,26.0,False
14,Sherri Sheperd,4,1.0,21.0,True
14,William Levy,4,1567.7452583445845,22.0,False
14,Donald Driver,5,1333.5159614432896,27.0,False
14,Gavin DeGraw,5,461.2145249944216,19.0,True
14,Gladys Knight,5,391.26271687336305,22.0,False
14,Jaleel White,5,1087.5367154298785,24.0,False
14,Katherine Jenkins,5,1966.3540601328953,29.0,False
14,Maria Menounos,5,1560.1178820442692,27.0,False
14,Melissa Gilbert,5,394.54989266849685,21.0,False
14,Roshon Fegan,5,1214.1314115015196,26.0,False
14,William Levy,5,1591.3168349118655,29.0,False
14,Donald Driver,6,1360.4501483408048,33.9999,False
14,Gladys Knight,6,402.8014280197539,24.0,True
14,Jaleel White,6,1115.3899673028636,36.9998,False
14,Katherine Jenkins,6,2185.1823556375343,38.9999,False
14,Maria Menounos,6,1662.6634202139412,29.999899999999997,False
14,Melissa Gilbert,6,363.263684679303,30.0,False
14,Roshon Fegan,6,1238.2811076183523,27.9998,False
14,William Levy,6,1671.967888187445,36.0,False
14,Donald Driver,7,1568.2711951702352,26.5,False
14,Jaleel White,7,1.0,25.5,True
14,Katherine Jenkins,7,2667.951913365388,27.0,False
14,Maria Menounos,7,1915.0387305351449,28.5,False
14,Melissa Gilbert,7,486.9167659745043,23.5,False
14,Roshon Fegan,7,1418.7276015796842,26.0,False
14,William Levy,7,1942.0937933750413,26.5,False
14,Donald Driver,8,1549.4312023715668,27.5,False
14,Katherine Jenkins,8,2966.3088329510624,27.5,False
14,Maria Menounos,8,1854.7880765368848,26.5,False
14,Melissa Gilbert,8,334.8437739208896,25.5,True
14,Roshon Fegan,8,1310.4256132328173,28.0,True
14,William Levy,8,1984.2025009867777,28.5,False
14,Donald Driver,9,2599.9244271593748,28.5,False
14,Katherine Jenkins,9,4314.528804145164,28.0,False
14,Maria Menounos,9,1.0,29.5,True
14,William Levy,9,3084.5467686954603,29.0,False
14,Donald Driver,10,2514.3412361902197,29.666600000000003,False
14,Katherine Jenkins,10,4452.321640825599,30.0,False
14,William Levy,10,3033.33712298418,29.666600000000003,False
15,Apolo Anton Ohno,1,1037.6302214091409,22.0,False
15,Bristol Palin,1,220.70699483265378,19.5,False
15,Drew Lachey,1,547.7608871075729,21.5,False
15,Emmitt Smith,1,877.3273998311132,24.5,False
15,Gilles Marini,1,1132.3520751024673,24.0,False
15,Helio Castroneves,1,720.9196104183264,21.5,False
15,Joey Fatone,1,615.0947927876368,20.5,False
15,Kelly Monaco,1,826.6246790393577,21.5,False
15,Kirstie Alley,1,347.7367793750522,19.0,False
15,Melissa Rycroft,1,1167.9337561388077,21.0,False
15,Pamela Anderson,1,115.75117329159686,17.0,True
15,Sabrina Bryan,1,1211.6295405462413,22.5,False
15,Shawn Johnson,1,1178.5320901200344,22.0,False
15,Apolo Anton Ohno,2,1120.750954327874,24.5,False
15,Bristol Palin,2,280.3008351948742,18.0,False
15,Drew Lachey,2,595.1189573649109,22.5,False
15,Emmitt Smith,2,931.9030681778058,22.5,False
15,Gilles Marini,2,1192.7448882722292,25.5,False
15,Helio Castroneves,2,769.3792215801319,23.0,False
15,Joey Fatone,2,1.0,22.5,True
15,Kelly Monaco,2,886.3624611454625,22.0,False
15,Kirstie Alley,2,402.46496824669725,21.0,False
15,Melissa Rycroft,2,1268.7857666776263,23.5,False
15,Sabrina Bryan,2,1296.758332589941,26.0,False
15,Shawn Johnson,2,1254.4305464224467,25.0,False
15,Apolo Anton Ohno,3,1297.6002168600232,25.5,False
15,Bristol Palin,3,409.8477083470798,22.5,False
15,Drew Lachey,3,1.0,24.0,True
15,Emmitt Smith,3,1049.376848819398,25.0,False
15,Gilles Marini,3,1321.3819612410605,25.5,False
15,Helio Castroneves,3,1.0,25.5,True
15,Kelly Monaco,3,1019.578007051895,27.0,False
15,Kirstie Alley,3,518.1514766140319,24.0,False
15,Melissa Rycroft,3,1493.5890699811628,27.0,False
15,Sabrina Bryan,3,1471.9787527109122,25.5,False
15,Shawn Johnson,3,1416.495958374437,26.5,False
15,Apolo Anton Ohno,4,1330.1421840247385,34.5,False
