season,celebrity,week,fan_vote_est,judge_score,eliminated
9,Mark Dacascos,1,822.5772695,28.9998,FALSE
9,Melissa Joan Hart,1,664.3423055,24,FALSE
9,Michael Irvin,1,184.8717275,19,FALSE
9,Mya,1,1617.669528,30.9999,FALSE
9,Natalie Coughlin,1,866.8927455,26.9998,FALSE
9,Tom DeLay,1,127.5018899,19.9999,FALSE
9,Aaron Carter,2,1086.457098,27,FALSE
9,Chuck Liddell,2,325.7003207,19,FALSE
9,Debi Mazar,2,487.956806,21,FALSE
9,Donny Osmond,2,1258.737401,25,FALSE
9,Joanna Krupa,2,1178.651447,20,FALSE
9,Kathy Ireland,2,1,18,TRUE
9,Kelly Osbourne,2,791.7312369,19,FALSE
9,Louie Vito,2,430.3181751,19,FALSE
9,Mark Dacascos,2,843.1452505,21,FALSE
9,Melissa Joan Hart,2,684.942361,19,FALSE
9,Michael Irvin,2,206.2439177,20,FALSE
9,Mya,2,1678.990433,27,FALSE
9,Natalie Coughlin,2,881.5245263,21,FALSE
9,Tom DeLay,2,144.6010275,18,FALSE
9,Aaron Carter,3,1096.180378,21,FALSE
9,Chuck Liddell,3,354.6245107,17,FALSE
9,Debi Mazar,3,1,17,TRUE
9,Donny Osmond,3,1296.957588,21,FALSE
9,Joanna Krupa,3,1264.260242,23,FALSE
9,Kelly Osbourne,3,834.1065929,20,FALSE
9,Louie Vito,3,438.6201222,20,FALSE
9,Mark Dacascos,3,874.0052617,18,FALSE
9,Melissa Joan Hart,3,715.7934604,19,FALSE
9,Michael Irvin,3,238.362792,14,FALSE
9,Mya,3,1814.759044,27,FALSE
9,Natalie Coughlin,3,902.6657541,26,FALSE
9,Tom DeLay,3,168.6642542,15,TRUE
9,Aaron Carter,4,1100.512316,18,FALSE
9,Chuck Liddell,4,1,17,TRUE
9,Donny Osmond,4,1343.364394,24,FALSE
9,Joanna Krupa,4,1372.997589,26,FALSE
9,Kelly Osbourne,4,882.2403417,23,FALSE
9,Louie Vito,4,438.1583339,16,FALSE
9,Mark Dacascos,4,901.4184109,22,FALSE
9,Melissa Joan Hart,4,742.4943211,28,FALSE
9,Michael Irvin,4,273.4252754,16,FALSE
9,Mya,4,2027.891953,28,FALSE
9,Natalie Coughlin,4,916.4970654,24,FALSE
9,Aaron Carter,5,1142.054534,24,FALSE
9,Donny Osmond,5,1443.060248,29,FALSE
9,Joanna Krupa,5,1523.169018,24,FALSE
9,Kelly Osbourne,5,968.3426746,24,FALSE
9,Louie Vito,5,472.1987696,22,FALSE
9,Mark Dacascos,5,955.7042368,26,FALSE
9,Melissa Joan Hart,5,791.6974678,23,FALSE
9,Michael Irvin,5,344.8106919,21,FALSE
9,Mya,5,2357.96236,27,FALSE
9,Natalie Coughlin,5,1,22,TRUE
9,Aaron Carter,6,1233.151357,32.9998,FALSE
9,Donny Osmond,6,1624.294343,30.9999,FALSE
9,Joanna Krupa,6,1713.328987,35.9999,FALSE
9,Kelly Osbourne,6,1109.64437,24.9998,FALSE
9,Louie Vito,6,1,24,TRUE
9,Mark Dacascos,6,1047.787195,32,FALSE
9,Melissa Joan Hart,6,1,23.9999,TRUE
9,Michael Irvin,6,458.5383567,21.9998,FALSE
9,Mya,6,2811.255392,33,FALSE
9,Aaron Carter,7,1130.706533,26.5,FALSE
9,Donny Osmond,7,1667.274539,26,FALSE
9,Joanna Krupa,7,1682.322676,27.5,FALSE
9,Kelly Osbourne,7,1081.606294,26,FALSE
9,Mark Dacascos,7,938.8012679,21.5,TRUE
9,Michael Irvin,7,372.940243,23.5,TRUE
9,Mya,7,3126.348447,24.5,FALSE
9,Aaron Carter,8,1232.008883,25,TRUE
9,Donny Osmond,8,1978.385958,25,FALSE
9,Joanna Krupa,8,1816.824397,26,FALSE
9,Kelly Osbourne,8,1295.251926,25.5,FALSE
9,Mya,8,3677.528836,29.5,FALSE
9,Donny Osmond,9,2968.521538,24.6666,FALSE
9,Joanna Krupa,9,1,27,TRUE
9,Kelly Osbourne,9,2182.01279,25.9998,FALSE
9,Mya,9,4848.465672,28.9999,FALSE
9,Donny Osmond,10,2959.353829,28.9998,FALSE
9,Kelly Osbourne,10,2085.707064,25.2222,FALSE
9,Mya,10,4954.939107,28.3332,FALSE
10,Aiden Turner,1,545.8870783,15,FALSE
10,Buzz Aldrin,1,98.16758677,14,FALSE
10,Chad Ochocinco,1,870.1154801,18,FALSE
10,Erin Andrews,1,1231.447245,21,FALSE
10,Evan Lysacek,1,1626.116462,23,FALSE
10,Jake Pavelka,1,880.9020002,20,FALSE
10,Kate Gosselin,1,250.9986195,16,FALSE
10,Nicole Scherzinger,1,1903.942278,25,FALSE
10,Niecy Nash,1,694.4452405,18,FALSE
10,Pamela Anderson,1,1178.805026,21,FALSE
10,Shannen Doherty,1,719.1729836,18,FALSE
10,Aiden Turner,2,610.4543754,19,FALSE
10,Buzz Aldrin,2,160.5719604,12,FALSE
10,Chad Ochocinco,2,948.5099798,16,FALSE
10,Erin Andrews,2,1320.356321,23,FALSE
10,Evan Lysacek,2,1711.277789,24,FALSE
10,Jake Pavelka,2,930.5279085,20,FALSE
10,Kate Gosselin,2,305.0622345,15,FALSE
10,Nicole Scherzinger,2,2040.414454,28,FALSE
10,Niecy Nash,2,729.2413262,21,FALSE
10,Pamela Anderson,2,1242.58365,22,FALSE
10,Shannen Doherty,2,1,20,TRUE
10,Aiden Turner,3,596.4080427,20,FALSE
10,Buzz Aldrin,3,148.9989622,13,TRUE
10,Chad Ochocinco,3,954.3086808,20,FALSE
10,Erin Andrews,3,1343.066833,23,FALSE
10,Evan Lysacek,3,1730.106662,26,FALSE
10,Jake Pavelka,3,899.828016,21,FALSE
10,Kate Gosselin,3,283.2719808,15,FALSE
10,Nicole Scherzinger,3,2142.079312,23,FALSE
10,Niecy Nash,3,674.0720908,21,FALSE
10,Pamela Anderson,3,1227.859419,21,FALSE
10,Aiden Turner,4,1,16.5,TRUE
10,Chad Ochocinco,4,1035.453041,22,FALSE
10,Erin Andrews,4,1461.235461,19.5,FALSE
10,Evan Lysacek,4,1842.334861,26,FALSE
10,Jake Pavelka,4,940.5280953,19,FALSE
10,Kate Gosselin,4,342.5501708,16,FALSE
10,Nicole Scherzinger,4,2412.981324,25,FALSE
10,Niecy Nash,4,676.8110375,18,FALSE
10,Pamela Anderson,4,1287.10601,23.5,FALSE
10,Chad Ochocinco,5,996.1511584,18,FALSE
10,Erin Andrews,5,1487.748581,22,FALSE
10,Evan Lysacek,5,1858.21948,27,FALSE
10,Jake Pavelka,5,877.7656183,23,FALSE
10,Kate Gosselin,5,304.7410208,15,TRUE
10,Nicole Scherzinger,5,2672.951171,29,FALSE
10,Niecy Nash,5,570.6303815,18,FALSE
10,Pamela Anderson,5,1231.792588,21,FALSE
10,Chad Ochocinco,6,1110.709403,30.9999,FALSE
10,Erin Andrews,6,1686.384047,34,FALSE
10,Evan Lysacek,6,2043.036949,27,FALSE
10,Jake Pavelka,6,1,24.9999,TRUE
10,Nicole Scherzinger,6,3181.467971,35.9999,FALSE
10,Niecy Nash,6,642.5230368,25.9998,FALSE
10,Pamela Anderson,6,1334.878592,29.9998,FALSE
10,Chad Ochocinco,7,1248.875464,26,FALSE
10,Erin Andrews,7,1920.47372,25.5,FALSE
10,Evan Lysacek,7,2274.310567,27,FALSE
10,Nicole Scherzinger,7,3784.972533,27,FALSE
10,Niecy Nash,7,770.3677154,24.5,FALSE
10,Pamela Anderson,7,1,25.5,TRUE
10,Chad Ochocinco,8,1102.872965,22.5,FALSE
10,Erin Andrews,8,1885.048046,26.5,FALSE
10,Evan Lysacek,8,2240.224472,26.5,FALSE
10,Nicole Scherzinger,8,4133.842028,29.5,FALSE
10,Niecy Nash,8,638.0124894,21.5,TRUE
10,Chad Ochocinco,9,1082.071765,26,TRUE
10,Erin Andrews,9,1990.568586,28,FALSE
10,Evan Lysacek,9,2349.288594,29.5,FALSE
10,Nicole Scherzinger,9,4578.071056,29.5,FALSE
10,Erin Andrews,10,2268.308623,26.9998,FALSE
10,Evan Lysacek,10,2628.442739,26.8887,FALSE
10,Nicole Scherzinger,10,5103.248638,28.7777,FALSE
11,Audrina Patridge,1,1324.947815,19,FALSE
11,Brandy,1,1589.295062,23,FALSE
11,Bristol Palin,1,539.7378841,18,FALSE
11,David Hasselhoff,1,122.947923,15,TRUE
11,Florence Henderson,1,659.3935961,18,FALSE
11,Jennifer Grey,1,1662.850893,24,FALSE
11,Kurt Warner,1,898.3011712,19,FALSE
11,Kyle Massey,1,1122.591593,23,FALSE
11,Margaret Cho,1,321.6742928,15,FALSE
11,Michael Bolton,1,193.0060535,16,FALSE
11,Rick Fox,1,1199.080024,22,FALSE
11,The Situation,1,366.1736926,15,FALSE
11,Audrina Patridge,2,1338.53062,23,FALSE
11,Brandy,2,1629.628503,21,FALSE
11,Bristol Palin,2,530.9843671,22,FALSE
11,Florence Henderson,2,665.3058376,19,FALSE
11,Jennifer Grey,2,1698.137197,24,FALSE
11,Kurt Warner,2,899.4461357,21,FALSE
11,Kyle Massey,2,1131.958985,22,FALSE
11,Margaret Cho,2,329.3130149,18,FALSE
11,Michael Bolton,2,197.8901804,12,TRUE
11,Rick Fox,2,1205.975466,21,FALSE
11,The Situation,2,372.829694,18,FALSE
11,Audrina Patridge,3,1354.322213,26,FALSE
11,Brandy,3,1709.954577,24,FALSE
11,Bristol Palin,3,501.8410777,19,FALSE
11,Florence Henderson,3,670.9408807,20,FALSE
11,Jennifer Grey,3,1781.313965,24,FALSE
11,Kurt Warner,3,893.349671,23,FALSE
11,Kyle Massey,3,1157.121827,23,FALSE
11,Margaret Cho,3,337.5129783,18,TRUE
11,Rick Fox,3,1214.183373,24,FALSE
11,The Situation,3,379.4594369,20,FALSE
11,Audrina Patridge,4,1368.965714,23,FALSE
11,Brandy,4,1820.840946,24,FALSE
11,Bristol Palin,4,466.2706065,16,FALSE
11,Florence Henderson,4,682.6216052,17.5,FALSE
11,Jennifer Grey,4,1936.896555,28,FALSE
11,Kurt Warner,4,885.945795,17,FALSE
11,Kyle Massey,4,1220.632786,20,FALSE
11,Rick Fox,4,1225.297835,19.5,FALSE
11,The Situation,4,392.5281573,14,TRUE
11,Audrina Patridge,5,1464.142953,23,FALSE
11,Brandy,5,2024.688602,27,FALSE
11,Bristol Palin,5,525.4880362,18,FALSE
11,Florence Henderson,5,1,21,TRUE
11,Jennifer Grey,5,2260.271388,25,FALSE
11,Kurt Warner,5,972.6230143,24,FALSE
11,Kyle Massey,5,1426.06211,20,FALSE
11,Rick Fox,5,1325.723897,24,FALSE
11,Audrina Patridge,6,1,31.9998,TRUE
11,Brandy,6,2263.256723,35.9999,FALSE
11,Bristol Palin,6,662.2515822,27.9998,FALSE
11,Jennifer Grey,6,2728.197859,29,FALSE
11,Kurt Warner,6,1118.522464,21.9999,FALSE
11,Kyle Massey,6,1750.643805,29.9999,FALSE
11,Rick Fox,6,1476.127567,30,FALSE
11,Brandy,7,2462.306903,36.5,FALSE
11,Bristol Palin,7,837.8661295,32.5,FALSE
11,Jennifer Grey,7,3282.35172,36.5,FALSE
11,Kurt Warner,7,1279.612543,35,FALSE
11,Kyle Massey,7,2136.862704,33.5,FALSE
11,Rick Fox,7,1,34.5,TRUE
11,Brandy,8,2575.138308,28.5,FALSE
11,Bristol Palin,8,1030.857359,23.5,FALSE
11,Jennifer Grey,8,3855.359555,28.5,FALSE
11,Kurt Warner,8,1,24,TRUE
11,Kyle Massey,8,2537.644778,28,FALSE
11,Brandy,9,1,28.5,TRUE
11,Bristol Palin,9,1722.505508,26.5,FALSE
11,Jennifer Grey,9,4874.157003,30,FALSE
11,Kyle Massey,9,3402.337489,29,FALSE
11,Bristol Palin,10,1602.905036,25.6666,FALSE
11,Jennifer Grey,10,4992.05473,30,FALSE
11,Kyle Massey,10,3405.040234,27.3332,FALSE
12,Chelsea Kane,1,1358.586523,21,FALSE
12,Chris Jericho,1,1183.328177,19,FALSE
12,Hines Ward,1,1702.43905,21,FALSE
12,Kendra Wilkinson,1,660.755213,18,FALSE
12,Kirstie Alley,1,993.8215195,23,FALSE
12,Mike Catherwood,1,141.3923438,13,FALSE
12,Petra Nemcova,1,789.8491362,18,FALSE
12,Ralph Macchio,1,1138.693899,24,FALSE
12,Romeo,1,1285.436485,19,FALSE
12,Sugar Ray Leonard,1,570.981078,17,FALSE
12,Wendy Williams,1,174.7165754,14,FALSE
12,Chelsea Kane,2,1407.061348,18,FALSE
12,Chris Jericho,2,1167.066731,23,FALSE
12,Hines Ward,2,1730.209786,23,FALSE
12,Kendra Wilkinson,2,650.2085397,19,FALSE
12,Kirstie Alley,2,980.0241335,20,FALSE
12,Mike Catherwood,2,140.9571014,17,TRUE
12,Petra Nemcova,2,779.5590407,18,FALSE
12,Ralph Macchio,2,1119.925927,21,FALSE
12,Romeo,2,1283.728407,23,FALSE
12,Sugar Ray Leonard,2,568.1873614,17,FALSE
12,Wendy Williams,2,173.0716245,17,FALSE
12,Chelsea Kane,3,1536.936154,23,FALSE
12,Chris Jericho,3,1140.751307,21,FALSE
12,Hines Ward,3,1805.791667,25,FALSE
12,Kendra Wilkinson,3,641.8967666,23,FALSE
12,Kirstie Alley,3,969.2035035,21,FALSE
12,Petra Nemcova,3,771.3092734,25,FALSE
12,Ralph Macchio,3,1094.892751,21,FALSE
12,Romeo,3,1285.454782,20,FALSE
12,Sugar Ray Leonard,3,573.7806739,20,FALSE
12,Wendy Williams,3,179.983121,15,TRUE
12,Chelsea Kane,4,1809.847536,26,FALSE
12,Chris Jericho,4,1171.180299,23,FALSE
12,Hines Ward,4,1989.567315,25,FALSE
12,Kendra Wilkinson,4,698.4117687,18,FALSE
12,Kirstie Alley,4,1029.581882,22,FALSE
12,Petra Nemcova,4,823.254809,23,FALSE
12,Ralph Macchio,4,1127.530936,25,FALSE
12,Romeo,4,1349.625454,23,FALSE
12,Sugar Ray Leonard,4,1,21,TRUE
12,Chelsea Kane,5,2155.742842,26,FALSE
12,Chris Jericho,5,1199.900378,26,FALSE
12,Hines Ward,5,2215.770575,27,FALSE
12,Kendra Wilkinson,5,764.9573518,22,FALSE
12,Kirstie Alley,5,1103.311944,23,FALSE
12,Petra Nemcova,5,1,22,TRUE
12,Ralph Macchio,5,1151.674348,22,FALSE
12,Romeo,5,1407.642561,26,FALSE
12,Chelsea Kane,6,2613.76371,28,FALSE
12,Chris Jericho,6,1,22,TRUE
12,Hines Ward,6,2527.710221,27,FALSE
12,Kendra Wilkinson,6,888.8632778,25,FALSE
12,Kirstie Alley,6,1243.545479,26,FALSE
12,Ralph Macchio,6,1220.345925,24,FALSE
12,Romeo,6,1504.771387,28,FALSE
12,Chelsea Kane,7,2901.580192,32,FALSE
12,Hines Ward,7,2656.668965,33,FALSE
12,Kendra Wilkinson,7,800.8292084,30.5,TRUE
12,Kirstie Alley,7,1190.062271,30,FALSE
12,Ralph Macchio,7,1073.693443,33,FALSE
12,Romeo,7,1377.165921,30,FALSE
12,Chelsea Kane,8,3682.039752,27.5,FALSE
12,Hines Ward,8,3280.357653,27,FALSE
12,Kirstie Alley,8,1638.427802,26.5,FALSE
12,Ralph Macchio,8,1398.174793,23,FALSE
12,Romeo,8,1,26,TRUE
12,Chelsea Kane,9,3898.75898,36.5,FALSE
12,Hines Ward,9,3360.888743,30,FALSE
12,Kirstie Alley,9,1567.54405,27,FALSE
12,Ralph Macchio,9,1172.808228,24,TRUE
12,Chelsea Kane,10,4386.807779,29.6666,FALSE
12,Hines Ward,10,3757.402821,29.6666,FALSE
12,Kirstie Alley,10,1855.7894,27.9999,FALSE
13,Carson Kressley,1,352.2737097,17,FALSE
13,Chaz Bono,1,266.769541,17,FALSE
13,Chynna Phillips,1,938.9286987,22,FALSE
13,David Arquette,1,841.5199526,18,FALSE
13,Elisabetta Canalis,1,588.6912968,15,FALSE
13,Hope Solo,1,976.8764495,21,FALSE
13,J.R. Martinez,1,1603.279129,22,FALSE
13,Kristin Cavallari,1,987.1532052,19,FALSE
13,Metta World Peace (Ron),1,120.0528819,14,TRUE
13,Nancy Grace,1,611.6610925,16,FALSE
13,Ricki Lake,1,1684.769576,20,FALSE
13,Rob Kardashian,1,1028.024467,16,FALSE
13,Carson Kressley,2,405.3750727,18,FALSE
13,Chaz Bono,2,329.372315,17,FALSE
13,Chynna Phillips,2,986.1930048,21,FALSE
13,David Arquette,2,917.7191339,18,FALSE
13,Elisabetta Canalis,2,1,21,TRUE
13,Hope Solo,2,1043.102408,19,FALSE
13,J.R. Martinez,2,1695.734127,22,FALSE
13,Kristin Cavallari,2,1042.034091,22,FALSE
13,Nancy Grace,2,671.3384236,21,FALSE
13,Ricki Lake,2,1778.189452,23,FALSE
13,Rob Kardashian,2,1129.941973,21,FALSE
13,Carson Kressley,3,481.721898,23,FALSE
13,Chaz Bono,3,424.8417764,18,FALSE
13,Chynna Phillips,3,1050.743494,26,FALSE
13,David Arquette,3,1038.16981,24,FALSE
13,Hope Solo,3,1146.546538,24,FALSE
13,J.R. Martinez,3,1854.500536,26,FALSE
13,Kristin Cavallari,3,1,24,TRUE
13,Nancy Grace,3,752.2578539,21,FALSE
13,Ricki Lake,3,1933.351473,27,FALSE
13,Rob Kardashian,3,1316.86662,24,FALSE
13,Carson Kressley,4,551.074943,20,FALSE
13,Chaz Bono,4,521.4300691,21,FALSE
13,Chynna Phillips,4,1,21,TRUE
13,David Arquette,4,1156.493788,23,FALSE
13,Hope Solo,4,1247.462432,24,FALSE
13,J.R. Martinez,4,2036.436956,26,FALSE
13,Nancy Grace,4,819.1251319,21,FALSE
13,Ricki Lake,4,2100.811272,29,FALSE
13,Rob Kardashian,4,1566.165407,24,FALSE
13,Carson Kressley,5,485.0405278,19,TRUE
13,Chaz Bono,5,480.7736459,21,FALSE
13,David Arquette,5,1126.394792,25,FALSE
13,Hope Solo,5,1202.670161,24,FALSE
13,J.R. Martinez,5,2093.625705,28,FALSE
13,Nancy Grace,5,736.956903,22,FALSE
13,Ricki Lake,5,2123.757609,24,FALSE
13,Rob Kardashian,5,1750.780657,25,FALSE
13,Chaz Bono,6,496.0459873,19,TRUE
13,David Arquette,6,1133.572514,23,FALSE
13,Hope Solo,6,1200.812889,20,FALSE
13,J.R. Martinez,6,2210.398926,29,FALSE
13,Nancy Grace,6,704.3002605,24,FALSE
13,Ricki Lake,6,2190.029561,29,FALSE
13,Rob Kardashian,6,2064.839862,22,FALSE
13,David Arquette,7,1,23.5,TRUE
13,Hope Solo,7,1414.776183,25,FALSE
13,J.R. Martinez,7,2553.66351,24,FALSE
13,Nancy Grace,7,895.8662211,22,FALSE
13,Ricki Lake,7,2466.598404,26.5,FALSE
13,Rob Kardashian,7,2668.095682,25.5,FALSE
13,Hope Solo,8,1280.866933,26,FALSE
13,J.R. Martinez,8,2576.983712,30,FALSE
13,Nancy Grace,8,760.9692889,22,TRUE
13,Ricki Lake,8,2412.27179,26,FALSE
13,Rob Kardashian,8,2968.908276,25.5,FALSE
13,Hope Solo,9,1281.52563,24.4998,TRUE
13,J.R. Martinez,9,2766.204885,28,FALSE
13,Ricki Lake,9,2537.205203,33.4999,FALSE
13,Rob Kardashian,9,3415.064282,32.4998,FALSE
13,J.R. Martinez,10,3148.837974,28.1665,FALSE
13,Ricki Lake,10,2867.919336,27.9999,FALSE
13,Rob Kardashian,10,3983.24269,28.3332,FALSE
14,Donald Driver,1,1178.505314,21,FALSE
14,Gavin DeGraw,1,399.6762037,20,FALSE
14,Gladys Knight,1,381.0496003,23,FALSE
14,Jack Wagner,1,518.7310621,23,FALSE
14,Jaleel White,1,986.5098044,26,FALSE
14,Katherine Jenkins,1,1722.744486,26,FALSE
14,Maria Menounos,1,1265.11075,21,FALSE
14,Martina Navratilova,1,141.7601306,20,FALSE
14,Melissa Gilbert,1,381.0098127,20,FALSE
14,Roshon Fegan,1,1100.15957,23,FALSE
14,Sherri Sheperd,1,520.384717,23,FALSE
14,William Levy,1,1404.35855,24,FALSE
14,Donald Driver,2,1192.514184,24,FALSE
14,Gavin DeGraw,2,397.5388631,21,FALSE
14,Gladys Knight,2,368.5845224,19,FALSE
14,Jack Wagner,2,510.5232098,21,FALSE
14,Jaleel White,2,984.6779467,22,FALSE
14,Katherine Jenkins,2,1722.082718,26,FALSE
14,Maria Menounos,2,1285.010618,25,FALSE
14,Martina Navratilova,2,138.5974359,17,TRUE
14,Melissa Gilbert,2,378.4287026,20,FALSE
14,Roshon Fegan,2,1103.132461,26,FALSE
14,Sherri Sheperd,2,506.8439293,23,FALSE
14,William Levy,2,1412.065409,25,FALSE
14,Donald Driver,3,1276.146924,26,FALSE
14,Gavin DeGraw,3,453.3528721,24,FALSE
14,Gladys Knight,3,408.5982429,24,FALSE
14,Jack Wagner,3,1,24,TRUE
14,Jaleel White,3,1046.841055,25,FALSE
14,Katherine Jenkins,3,1792.169617,29,FALSE
14,Maria Menounos,3,1388.880873,27,FALSE
14,Melissa Gilbert,3,430.1227811,24,FALSE
14,Roshon Fegan,3,1169.308713,25,FALSE
14,Sherri Sheperd,3,542.3867765,24,FALSE
14,William Levy,3,1491.192146,28,FALSE
14,Donald Driver,4,1344.377963,27,FALSE
14,Gavin DeGraw,4,492.5873614,23,FALSE
14,Gladys Knight,4,431.5667314,20,FALSE
14,Jaleel White,4,1099.785139,22,FALSE
14,Katherine Jenkins,4,1880.70171,24,FALSE
14,Maria Menounos,4,1501.213631,26,FALSE
14,Melissa Gilbert,4,454.8430653,22,FALSE
14,Roshon Fegan,4,1226.17914,26,FALSE
14,Sherri Sheperd,4,1,21,TRUE
14,William Levy,4,1567.745258,22,FALSE
14,Donald Driver,5,1333.515961,27,FALSE
14,Gavin DeGraw,5,461.214525,19,TRUE
14,Gladys Knight,5,391.2627169,22,FALSE
14,Jaleel White,5,1087.536715,24,FALSE
14,Katherine Jenkins,5,1966.35406,29,FALSE
14,Maria Menounos,5,1560.117882,27,FALSE
14,Melissa Gilbert,5,394.5498927,21,FALSE
14,Roshon Fegan,5,1214.131412,26,FALSE
14,William Levy,5,1591.316835,29,FALSE
14,Donald Driver,6,1360.450148,33.9999,FALSE
14,Gladys Knight,6,402.801428,24,TRUE
14,Jaleel White,6,1115.389967,36.9998,FALSE
14,Katherine Jenkins,6,2185.182356,38.9999,FALSE
14,Maria Menounos,6,1662.66342,29.9999,FALSE
14,Melissa Gilbert,6,363.2636847,30,FALSE
14,Roshon Fegan,6,1238.281108,27.9998,FALSE
14,William Levy,6,1671.967888,36,FALSE
14,Donald Driver,7,1568.271195,26.5,FALSE
14,Jaleel White,7,1,25.5,TRUE
14,Katherine Jenkins,7,2667.951913,27,FALSE
14,Maria Menounos,7,1915.038731,28.5,FALSE
14,Melissa Gilbert,7,486.916766,23.5,FALSE
14,Roshon Fegan,7,1418.727602,26,FALSE
14,William Levy,7,1942.093793,26.5,FALSE
14,Donald Driver,8,1549.431202,27.5,FALSE
14,Katherine Jenkins,8,2966.308833,27.5,FALSE
14,Maria Menounos,8,1854.788077,26.5,FALSE
14,Melissa Gilbert,8,334.8437739,25.5,TRUE
14,Roshon Fegan,8,1310.425613,28,TRUE
14,William Levy,8,1984.202501,28.5,FALSE
14,Donald Driver,9,2599.924427,28.5,FALSE
14,Katherine Jenkins,9,4314.528804,28,FALSE
14,Maria Menounos,9,1,29.5,TRUE
14,William Levy,9,3084.546769,29,FALSE
14,Donald Driver,10,2514.341236,29.6666,FALSE
14,Katherine Jenkins,10,4452.321641,30,FALSE
14,William Levy,10,3033.337123,29.6666,FALSE
15,Apolo Anton Ohno,1,1037.630221,22,FALSE
15,Bristol Palin,1,220.7069948,19.5,FALSE
15,Drew Lachey,1,547.7608871,21.5,FALSE
15,Emmitt Smith,1,877.3273998,24.5,FALSE
15,Gilles Marini,1,1132.352075,24,FALSE
15,Helio Castroneves,1,720.9196104,21.5,FALSE
15,Joey Fatone,1,615.0947928,20.5,FALSE
15,Kelly Monaco,1,826.624679,21.5,FALSE
15,Kirstie Alley,1,347.7367794,19,FALSE
15,Melissa Rycroft,1,1167.933756,21,FALSE
15,Pamela Anderson,1,115.7511733,17,TRUE
15,Sabrina Bryan,1,1211.629541,22.5,FALSE
15,Shawn Johnson,1,1178.53209,22,FALSE
15,Apolo Anton Ohno,2,1120.750954,24.5,FALSE
15,Bristol Palin,2,280.3008352,18,FALSE
15,Drew Lachey,2,595.1189574,22.5,FALSE
15,Emmitt Smith,2,931.9030682,22.5,FALSE
15,Gilles Marini,2,1192.744888,25.5,FALSE
15,Helio Castroneves,2,769.3792216,23,FALSE
15,Joey Fatone,2,1,22.5,TRUE
15,Kelly Monaco,2,886.3624611,22,FALSE
15,Kirstie Alley,2,402.4649682,21,FALSE
15,Melissa Rycroft,2,1268.785767,23.5,FALSE
15,Sabrina Bryan,2,1296.758333,26,FALSE
15,Shawn Johnson,2,1254.430546,25,FALSE
15,Apolo Anton Ohno,3,1297.600217,25.5,FALSE
15,Bristol Palin,3,409.8477083,22.5,FALSE
15,Drew Lachey,3,1,24,TRUE
15,Emmitt Smith,3,1049.376849,25,FALSE
15,Gilles Marini,3,1321.381961,25.5,FALSE
15,Helio Castroneves,3,1,25.5,TRUE
15,Kelly Monaco,3,1019.578007,27,FALSE
15,Kirstie Alley,3,518.1514766,24,FALSE
15,Melissa Rycroft,3,1493.58907,27,FALSE
15,Sabrina Bryan,3,1471.978753,25.5,FALSE
15,Shawn Johnson,3,1416.495958,26.5,FALSE
15,Apolo Anton Ohno,4,1330.142184,34.5,FALSE
15,Bristol Palin,4,376.6380593,32,TRUE
15,Emmitt Smith,4,996.3957048,36,FALSE
15,Gilles Marini,4,1288.41654,39.5,FALSE
15,Kelly Monaco,4,1002.774057,37.5,FALSE
15,Kirstie Alley,4,463.1221806,30,FALSE
15,Melissa Rycroft,4,1618.285541,37,FALSE
15,Sabrina Bryan,4,1491.813835,35.5,FALSE
15,Shawn Johnson,4,1432.411898,39.5,FALSE
15,Apolo Anton Ohno,5,1400.680541,28.25,FALSE
15,Emmitt Smith,5,963.0326545,28,FALSE
15,Gilles Marini,5,1285.82707,28.25,FALSE
15,Kelly Monaco,5,1042.841998,25.75,FALSE
15,Kirstie Alley,5,436.064042,26.25,FALSE
15,Melissa Rycroft,5,1844.782391,28.25,FALSE
15,Sabrina Bryan,5,1532.249294,29.25,FALSE
15,Shawn Johnson,5,1494.52201,28.25,FALSE
15,Apolo Anton Ohno,6,1616.205594,30,FALSE
15,Emmitt Smith,6,1068.422078,26.5,FALSE
15,Gilles Marini,6,1437.964577,27.5,FALSE
15,Kelly Monaco,6,1280.703068,27,FALSE
15,Kirstie Alley,6,561.5899698,27.5,FALSE
15,Melissa Rycroft,6,2301.779741,29.5,FALSE
15,Sabrina Bryan,6,1,30,TRUE
15,Shawn Johnson,6,1732.334972,28,FALSE
15,Apolo Anton Ohno,7,1570.442814,33,FALSE
15,Emmitt Smith,7,921.8199226,34.4999,FALSE
15,Gilles Marini,7,1355.25036,33.4998,FALSE
15,Kelly Monaco,7,1338.963127,36,FALSE
15,Kirstie Alley,7,451.2049724,27.9999,FALSE
15,Melissa Rycroft,7,2594.714317,38.9999,FALSE
15,Shawn Johnson,7,1767.604487,37.9998,FALSE
15,Apolo Anton Ohno,8,1684.131236,29.2777,FALSE
15,Emmitt Smith,8,950.8179807,29.0554,FALSE
15,Gilles Marini,8,1,29.2777,TRUE
15,Kelly Monaco,8,1651.044322,28.3333,FALSE
15,Kirstie Alley,8,540.1342549,25.5,TRUE
15,Melissa Rycroft,8,3132.615146,30,FALSE
15,Shawn Johnson,8,2040.257061,27.8333,FALSE
15,Apolo Anton Ohno,9,1594.831144,28.611,TRUE
15,Emmitt Smith,9,800.2254724,27,TRUE
15,Kelly Monaco,9,1861.311176,27.111,FALSE
